"iso_3166_2_code","census_fips_code","date","retail","grocery","parks","transit","work","residential","country_id","mobility_index"
"",NA,2020-02-15,2,3,12,26,-2,-2,"ABW",8.2
"",NA,2020-02-16,-1,-9,4,1,-1,0,"ABW",-1.2
"",NA,2020-02-17,-1,-1,16,-4,-20,6,"ABW",-2
"",NA,2020-02-18,-2,-5,8,2,-13,4,"ABW",-2
"",NA,2020-02-19,1,-8,3,4,-14,4,"ABW",-2.8
"",NA,2020-02-20,4,-1,0,29,-13,1,"ABW",3.8
"",NA,2020-02-21,7,9,9,1,-15,1,"ABW",2.2
"",NA,2020-02-22,-2,10,-4,13,-6,0,"ABW",2.2
"",NA,2020-02-23,14,-15,21,16,-8,-5,"ABW",5.6
"",NA,2020-02-24,-23,-30,24,-18,-62,18,"ABW",-21.8
"",NA,2020-02-25,6,3,8,13,-1,0,"ABW",5.8
"",NA,2020-02-26,-1,-1,4,0,0,1,"ABW",0.4
"",NA,2020-02-27,-1,2,-1,5,1,0,"ABW",1.2
"",NA,2020-02-28,7,6,7,5,6,-3,"ABW",6.2
"",NA,2020-02-29,5,13,10,2,4,0,"ABW",6.8
"",NA,2020-03-01,8,6,5,3,4,0,"ABW",5.2
"",NA,2020-03-02,1,6,2,5,1,1,"ABW",3
"",NA,2020-03-03,5,2,20,10,1,0,"ABW",7.6
"",NA,2020-03-04,3,3,9,5,1,1,"ABW",4.2
"",NA,2020-03-05,-1,1,-1,4,2,0,"ABW",1
"",NA,2020-03-06,3,5,6,6,6,-2,"ABW",5.2
"",NA,2020-03-07,3,8,16,0,2,1,"ABW",5.8
"",NA,2020-03-08,2,0,4,1,-2,1,"ABW",1
"",NA,2020-03-09,-1,3,12,0,1,1,"ABW",3
"",NA,2020-03-10,-2,-1,10,-1,1,1,"ABW",1.4
"",NA,2020-03-11,-4,-1,1,1,1,2,"ABW",-0.4
"",NA,2020-03-12,-10,3,4,1,1,2,"ABW",-0.2
"",NA,2020-03-13,-10,40,-4,-5,3,1,"ABW",4.8
"",NA,2020-03-14,-23,15,-7,-19,-3,7,"ABW",-7.4
"",NA,2020-03-15,-28,-13,-6,-18,-5,6,"ABW",-14
"",NA,2020-03-16,-28,1,-5,-18,-21,12,"ABW",-14.2
"",NA,2020-03-17,-38,8,-18,-27,-29,15,"ABW",-20.8
"",NA,2020-03-18,-65,-59,-24,-49,-74,32,"ABW",-54.2
"",NA,2020-03-19,-52,-5,-41,-40,-40,21,"ABW",-35.6
"",NA,2020-03-20,-53,-7,-41,-45,-41,22,"ABW",-37.4
"",NA,2020-03-21,-62,-19,-52,-54,-40,21,"ABW",-45.4
"",NA,2020-03-22,-70,-36,-52,-62,-46,NA,"ABW",-53.2
"",NA,2020-03-23,-53,-19,-48,-60,-48,24,"ABW",-45.6
"",NA,2020-03-24,-55,-21,-49,-57,-51,26,"ABW",-46.6
"",NA,2020-03-25,-57,-20,-56,-60,-53,27,"ABW",-49.2
"",NA,2020-03-26,-57,-15,-54,-61,-55,27,"ABW",-48.4
"",NA,2020-03-27,-50,-3,-50,-55,-52,25,"ABW",-42
"",NA,2020-03-28,-49,-3,-50,-60,-51,20,"ABW",-42.6
"",NA,2020-03-29,-88,-66,-80,-88,-72,NA,"ABW",-78.8
"",NA,2020-03-30,-74,-43,-63,-77,-71,35,"ABW",-65.6
"",NA,2020-03-31,-71,-38,-61,-73,-70,34,"ABW",-62.6
"",NA,2020-04-01,-70,-36,-62,-71,-69,34,"ABW",-61.6
"",NA,2020-04-02,-70,-36,-59,-72,-69,35,"ABW",-61.2
"",NA,2020-04-03,-69,-31,-55,-72,-66,34,"ABW",-58.6
"",NA,2020-04-04,-71,-32,-57,-78,-64,NA,"ABW",-60.4
"",NA,2020-04-05,-76,-50,-51,-77,-64,NA,"ABW",-63.6
"",NA,2020-04-06,-66,-31,-47,-72,-66,32,"ABW",-56.4
"",NA,2020-04-07,-65,-29,-48,-70,-67,31,"ABW",-55.8
"",NA,2020-04-08,-63,-21,-53,-68,-66,31,"ABW",-54.2
"",NA,2020-04-09,-62,-11,-48,-66,-66,30,"ABW",-50.6
"",NA,2020-04-10,-96,-96,-88,-92,-91,NA,"ABW",-92.6
"",NA,2020-04-11,-71,-18,-52,-76,-64,NA,"ABW",-56.2
"",NA,2020-04-12,-90,-92,-82,-88,-75,NA,"ABW",-85.4
"",NA,2020-04-13,-88,-90,-69,-86,-89,NA,"ABW",-84.4
"",NA,2020-04-14,-61,-20,-45,-66,-64,29,"ABW",-51.2
"",NA,2020-04-15,-65,-29,-52,-67,-64,32,"ABW",-55.4
"",NA,2020-04-16,-66,-31,-48,-68,-63,32,"ABW",-55.2
"",NA,2020-04-17,-66,-27,-44,-69,-61,32,"ABW",-53.4
"",NA,2020-04-18,-73,-33,-54,-74,-58,NA,"ABW",-58.4
"",NA,2020-04-19,-77,-55,-53,-77,-60,NA,"ABW",-64.4
"",NA,2020-04-20,-66,-31,-45,-69,-60,30,"ABW",-54.2
"",NA,2020-04-21,-68,-36,-47,-67,-61,30,"ABW",-55.8
"",NA,2020-04-22,-65,-31,-52,-67,-59,30,"ABW",-54.8
"",NA,2020-04-23,-64,-29,-45,-65,-60,30,"ABW",-52.6
"",NA,2020-04-24,-61,-19,-44,-64,-57,29,"ABW",-49
"",NA,2020-04-25,-64,-19,-44,-69,-55,23,"ABW",-50.2
"",NA,2020-04-26,-71,-29,-40,-71,-57,NA,"ABW",-53.6
"",NA,2020-04-27,-77,-82,-31,-76,-84,NA,"ABW",-70
"",NA,2020-04-28,-54,-14,-37,-55,-56,21,"ABW",-43.2
"",NA,2020-04-29,-54,-17,-42,-54,-56,27,"ABW",-44.6
"",NA,2020-04-30,-51,-2,-38,-51,-55,25,"ABW",-39.4
"",NA,2020-05-01,-75,-79,-35,-72,-81,NA,"ABW",-68.4
"",NA,2020-05-02,-56,-7,-39,-65,-51,21,"ABW",-43.6
"",NA,2020-05-03,-65,-33,-35,-68,-50,NA,"ABW",-50.2
"",NA,2020-05-04,-46,-15,-29,-57,-49,24,"ABW",-39.2
"",NA,2020-05-05,-47,-16,-28,-51,-47,24,"ABW",-37.8
"",NA,2020-05-06,-47,-16,-36,-53,-47,24,"ABW",-39.8
"",NA,2020-05-07,-49,-16,-35,-53,-46,25,"ABW",-39.8
"",NA,2020-05-08,-46,-8,-31,-53,-43,23,"ABW",-36.2
"",NA,2020-05-09,-47,1,-26,-61,-44,19,"ABW",-35.4
"",NA,2020-05-10,-61,-26,-26,-56,-41,NA,"ABW",-42
"",NA,2020-05-11,-50,-23,-23,-56,-44,23,"ABW",-39.2
"",NA,2020-05-12,-50,-21,-28,-53,-43,23,"ABW",-39
"",NA,2020-05-13,-51,-22,-34,-54,-43,24,"ABW",-40.8
"",NA,2020-05-14,-51,-22,-32,-54,-43,22,"ABW",-40.4
"",NA,2020-05-15,-51,-16,-29,-55,-40,23,"ABW",-38.2
"",NA,2020-05-16,-54,-15,-28,-64,-42,19,"ABW",-40.6
"",NA,2020-05-17,-61,-27,-21,-65,-44,NA,"ABW",-43.6
"",NA,2020-05-18,-46,-20,-18,-53,-37,20,"ABW",-34.8
"",NA,2020-05-19,-46,-19,-26,-54,-36,20,"ABW",-36.2
"",NA,2020-05-20,-37,0,-30,-50,-38,19,"ABW",-31
"",NA,2020-05-21,-62,-73,-3,-63,-78,31,"ABW",-55.8
"",NA,2020-05-22,-36,8,-19,-50,-47,21,"ABW",-28.8
"",NA,2020-05-23,-43,0,-20,-57,-36,15,"ABW",-31.2
"",NA,2020-05-24,-52,-19,-12,-60,-40,NA,"ABW",-36.6
"",NA,2020-05-25,-33,-10,-22,-50,-31,17,"ABW",-29.2
"",NA,2020-05-26,-35,-12,-28,-48,-29,16,"ABW",-30.4
"",NA,2020-05-27,-34,-11,-28,-48,-30,17,"ABW",-30.2
"",NA,2020-05-28,-34,-8,-24,-46,-29,16,"ABW",-28.2
"",NA,2020-05-29,-28,4,-10,-41,-27,14,"ABW",-20.4
"",NA,2020-05-30,-29,8,-9,-51,-27,11,"ABW",-21.6
"",NA,2020-05-31,-40,-8,-9,-51,-30,NA,"ABW",-27.6
"",NA,2020-06-01,-26,-7,-18,-48,-26,14,"ABW",-25
"",NA,2020-06-02,-30,-8,-20,-43,-23,13,"ABW",-24.8
"",NA,2020-06-03,-31,-6,-30,-45,-25,15,"ABW",-27.4
"",NA,2020-06-04,-32,-8,-23,-47,-24,15,"ABW",-26.8
"",NA,2020-06-05,-26,-1,-7,-43,-22,12,"ABW",-19.8
"",NA,2020-06-06,-28,4,-9,-52,-27,11,"ABW",-22.4
"",NA,2020-06-07,-38,-13,-6,-57,-30,NA,"ABW",-28.8
"",NA,2020-06-08,-31,-8,-17,-45,-23,13,"ABW",-24.8
"",NA,2020-06-09,-33,-12,-20,-46,-22,13,"ABW",-26.6
"",NA,2020-06-10,-32,-12,-32,-50,-23,15,"ABW",-29.8
"",NA,2020-06-11,-34,-11,-21,-48,-23,15,"ABW",-27.4
"",NA,2020-06-12,-25,-3,-8,-47,-21,12,"ABW",-20.8
"",NA,2020-02-15,-9,-10,0,-2,-28,5,"AFG",-9.8
"",NA,2020-02-16,3,11,1,10,4,0,"AFG",5.8
"",NA,2020-02-17,6,11,2,9,5,-1,"AFG",6.6
"",NA,2020-02-18,3,5,3,9,6,-1,"AFG",5.2
"",NA,2020-02-19,-1,3,1,0,5,1,"AFG",1.6
"",NA,2020-02-20,-2,3,-1,4,6,1,"AFG",2
"",NA,2020-02-21,0,9,4,7,6,0,"AFG",5.2
"",NA,2020-02-22,2,5,6,7,6,0,"AFG",5.2
"",NA,2020-02-23,2,6,2,7,6,1,"AFG",4.6
"",NA,2020-02-24,3,13,4,9,7,0,"AFG",7.2
"",NA,2020-02-25,2,5,1,9,7,0,"AFG",4.8
"",NA,2020-02-26,-1,5,2,3,5,1,"AFG",2.8
"",NA,2020-02-27,-1,0,1,3,7,2,"AFG",2
"",NA,2020-02-28,-2,5,1,4,5,2,"AFG",2.6
"",NA,2020-02-29,-1,1,0,4,6,1,"AFG",2
"",NA,2020-03-01,3,10,2,10,9,0,"AFG",6.8
"",NA,2020-03-02,5,7,3,8,8,-1,"AFG",6.2
"",NA,2020-03-03,3,6,2,7,8,0,"AFG",5.2
"",NA,2020-03-04,-2,4,1,-1,7,1,"AFG",1.8
"",NA,2020-03-05,3,5,2,4,10,1,"AFG",4.8
"",NA,2020-03-06,3,9,8,4,8,1,"AFG",6.4
"",NA,2020-03-07,0,5,4,4,7,1,"AFG",4
"",NA,2020-03-08,5,8,4,7,7,0,"AFG",6.2
"",NA,2020-03-09,-15,-10,-4,-9,-22,6,"AFG",-12
"",NA,2020-03-10,0,0,1,6,6,1,"AFG",2.6
"",NA,2020-03-11,2,-1,2,0,3,1,"AFG",1.2
"",NA,2020-03-12,1,-4,1,-2,6,1,"AFG",0.4
"",NA,2020-03-13,3,9,6,4,5,0,"AFG",5.4
"",NA,2020-03-14,6,2,5,5,3,0,"AFG",4.2
"",NA,2020-03-15,1,12,5,6,3,0,"AFG",5.4
"",NA,2020-03-16,1,14,2,4,1,1,"AFG",4.4
"",NA,2020-03-17,0,6,3,-3,1,0,"AFG",1.4
"",NA,2020-03-18,0,7,5,-6,-1,1,"AFG",1
"",NA,2020-03-19,-3,3,5,-6,-2,2,"AFG",-0.6
"",NA,2020-03-20,-15,1,7,-19,-7,1,"AFG",-6.6
"",NA,2020-03-21,-23,-13,1,-24,-36,6,"AFG",-19
"",NA,2020-03-22,-12,9,-2,-14,-6,1,"AFG",-5
"",NA,2020-03-23,-11,7,0,-17,-3,2,"AFG",-4.8
"",NA,2020-03-24,-15,0,-1,-18,-5,3,"AFG",-7.8
"",NA,2020-03-25,-18,-1,-3,-23,-10,6,"AFG",-11
"",NA,2020-03-26,-18,0,-4,-23,-10,7,"AFG",-11
"",NA,2020-03-27,-20,5,-2,-16,-2,5,"AFG",-7
"",NA,2020-03-28,-36,-20,-7,-32,-27,11,"AFG",-24.4
"",NA,2020-03-29,-38,-21,-13,-34,-33,10,"AFG",-27.8
"",NA,2020-03-30,-41,-25,-15,-39,-37,11,"AFG",-31.4
"",NA,2020-03-31,-43,-29,-14,-42,-38,12,"AFG",-33.2
"",NA,2020-04-01,-44,-24,-9,-38,-37,11,"AFG",-30.4
"",NA,2020-04-02,-44,-25,-10,-35,-35,13,"AFG",-29.8
"",NA,2020-04-03,-38,-13,-8,-32,-12,6,"AFG",-20.6
"",NA,2020-04-04,-43,-20,-11,-38,-34,10,"AFG",-29.2
"",NA,2020-04-05,-45,-22,-13,-36,-38,12,"AFG",-30.8
"",NA,2020-04-06,-45,-20,-11,-40,-40,11,"AFG",-31.2
"",NA,2020-04-07,-41,-24,-11,-46,-39,10,"AFG",-32.2
"",NA,2020-04-08,-47,-30,-12,-52,-42,14,"AFG",-36.6
"",NA,2020-04-09,-49,-35,-13,-51,-40,17,"AFG",-37.6
"",NA,2020-04-10,-41,-22,-10,-48,-16,11,"AFG",-27.4
"",NA,2020-04-11,-46,-32,-12,-50,-38,16,"AFG",-35.6
"",NA,2020-04-12,-48,-29,-18,-49,-41,15,"AFG",-37
"",NA,2020-04-13,-46,-27,-13,-51,-41,14,"AFG",-35.6
"",NA,2020-04-14,-48,-32,-14,-52,-42,15,"AFG",-37.6
"",NA,2020-04-15,-42,-31,-10,-51,-42,14,"AFG",-35.2
"",NA,2020-04-16,-46,-34,-13,-51,-39,16,"AFG",-36.6
"",NA,2020-04-17,-41,-21,-12,-51,-13,11,"AFG",-27.6
"",NA,2020-04-18,-43,-25,-15,-50,-36,14,"AFG",-33.8
"",NA,2020-04-19,-43,-26,-16,-49,-40,13,"AFG",-34.8
"",NA,2020-04-20,-42,-17,-13,-50,-38,12,"AFG",-32
"",NA,2020-04-21,-41,-21,-13,-48,-40,11,"AFG",-32.6
"",NA,2020-04-22,-42,-18,-14,-49,-38,11,"AFG",-32.2
"",NA,2020-04-23,-43,-23,-16,-45,-37,13,"AFG",-32.8
"",NA,2020-04-24,-45,-19,-25,-50,-9,14,"AFG",-29.6
"",NA,2020-04-25,-48,-27,-23,-49,-33,18,"AFG",-36
"",NA,2020-04-26,-47,-27,-23,-48,-37,17,"AFG",-36.4
"",NA,2020-04-27,-49,-28,-22,-53,-47,16,"AFG",-39.8
"",NA,2020-04-28,-45,-27,-19,-47,-35,13,"AFG",-34.6
"",NA,2020-04-29,-42,-20,-16,-46,-34,14,"AFG",-31.6
"",NA,2020-04-30,-47,-30,-19,-48,-33,17,"AFG",-35.4
"",NA,2020-05-01,-45,-21,-23,-50,-8,13,"AFG",-29.4
"",NA,2020-05-02,-47,-27,-22,-49,-33,16,"AFG",-35.6
"",NA,2020-05-03,-49,-30,-27,-49,-38,16,"AFG",-38.6
"",NA,2020-05-04,-45,-23,-22,-49,-35,14,"AFG",-34.8
"",NA,2020-05-05,-45,-28,-21,-48,-36,15,"AFG",-35.6
"",NA,2020-05-06,-44,-23,-20,-47,-34,15,"AFG",-33.6
"",NA,2020-05-07,-44,-25,-21,-45,-32,16,"AFG",-33.4
"",NA,2020-05-08,-39,-13,-18,-42,-3,10,"AFG",-23
"",NA,2020-05-09,-40,-17,-20,-41,-30,12,"AFG",-29.6
"",NA,2020-05-10,-40,-21,-24,-43,-34,14,"AFG",-32.4
"",NA,2020-05-11,-38,-11,-19,-43,-31,12,"AFG",-28.4
"",NA,2020-05-12,-38,-14,-19,-41,-32,13,"AFG",-28.8
"",NA,2020-05-13,-38,-12,-19,-44,-30,13,"AFG",-28.6
"",NA,2020-05-14,-37,-12,-16,-44,-26,13,"AFG",-27
"",NA,2020-05-15,-28,3,-15,-34,8,10,"AFG",-13.2
"",NA,2020-05-16,-28,-1,-12,-34,-23,12,"AFG",-19.6
"",NA,2020-05-17,-32,-11,-21,-39,-30,13,"AFG",-26.6
"",NA,2020-05-18,-29,2,-15,-36,-28,11,"AFG",-21.2
"",NA,2020-05-19,-29,-6,-16,-34,-27,11,"AFG",-22.4
"",NA,2020-05-20,-30,-3,-17,-33,-31,11,"AFG",-22.8
"",NA,2020-05-21,-28,-1,-18,-32,-28,13,"AFG",-21.4
"",NA,2020-05-22,-9,40,-12,-22,9,8,"AFG",1.2
"",NA,2020-05-23,-36,-15,-19,-41,-42,17,"AFG",-30.6
"",NA,2020-05-24,-52,-43,-16,-53,-68,14,"AFG",-46.4
"",NA,2020-05-25,-50,-38,-7,-52,-68,13,"AFG",-43
"",NA,2020-05-26,-51,-43,-13,-54,-68,13,"AFG",-45.8
"",NA,2020-05-27,-44,-33,-16,-48,-50,12,"AFG",-38.2
"",NA,2020-05-28,-45,-30,-17,-47,-42,14,"AFG",-36.2
"",NA,2020-05-29,-38,-17,-16,-42,-13,9,"AFG",-25.2
"",NA,2020-05-30,-38,-22,-19,-41,-30,10,"AFG",-30
"",NA,2020-05-31,-39,-16,-23,-39,-33,11,"AFG",-30
"",NA,2020-06-01,-36,-14,-22,-40,-32,9,"AFG",-28.8
"",NA,2020-06-02,-43,-24,-26,-44,-36,7,"AFG",-34.6
"",NA,2020-06-03,-48,-31,-33,-51,-44,9,"AFG",-41.4
"",NA,2020-06-04,-52,-37,-37,-51,-44,11,"AFG",-44.2
"",NA,2020-06-05,-54,-38,-36,-57,-31,9,"AFG",-43.2
"",NA,2020-06-06,-54,-40,-39,-56,-49,10,"AFG",-47.6
"",NA,2020-06-07,-56,-40,-42,-57,-52,12,"AFG",-49.4
"",NA,2020-06-08,-56,-36,-41,-57,-51,10,"AFG",-48.2
"",NA,2020-06-09,-58,-42,-42,-60,-52,10,"AFG",-50.8
"",NA,2020-06-10,-57,-41,-43,-59,-53,10,"AFG",-50.6
"",NA,2020-06-11,-57,-42,-42,-59,-51,11,"AFG",-50.2
"",NA,2020-06-12,-56,-40,-40,-60,-38,8,"AFG",-46.8
"",NA,2020-02-15,3,-2,7,3,2,1,"AGO",2.6
"",NA,2020-02-16,-4,0,-11,1,-5,2,"AGO",-3.8
"",NA,2020-02-17,-6,-4,2,-3,5,0,"AGO",-1.2
"",NA,2020-02-18,-3,-4,-4,-1,5,-1,"AGO",-1.4
"",NA,2020-02-19,-10,-12,-3,-7,4,1,"AGO",-5.6
"",NA,2020-02-20,-4,-5,0,-3,4,-1,"AGO",-1.6
"",NA,2020-02-21,-2,-1,3,0,5,0,"AGO",1
"",NA,2020-02-22,0,2,14,4,-1,0,"AGO",3.8
"",NA,2020-02-23,-1,2,5,-8,-6,1,"AGO",-1.6
"",NA,2020-02-24,-9,-8,3,-25,-63,12,"AGO",-20.4
"",NA,2020-02-25,-17,-20,-12,-28,-69,13,"AGO",-29.2
"",NA,2020-02-26,-3,-3,-2,-7,2,-1,"AGO",-2.6
"",NA,2020-02-27,2,3,5,-3,4,-1,"AGO",2.2
"",NA,2020-02-28,6,7,8,0,4,0,"AGO",5
"",NA,2020-02-29,7,10,9,4,5,0,"AGO",7
"",NA,2020-03-01,5,16,-1,6,5,0,"AGO",6.2
"",NA,2020-03-02,6,9,8,3,8,-1,"AGO",6.8
"",NA,2020-03-03,4,7,8,0,8,-2,"AGO",5.4
"",NA,2020-03-04,7,6,12,-3,8,-1,"AGO",6
"",NA,2020-03-05,5,8,17,0,9,-2,"AGO",7.8
"",NA,2020-03-06,6,6,10,-3,8,-1,"AGO",5.4
"",NA,2020-03-07,7,7,18,4,3,-1,"AGO",7.8
"",NA,2020-03-08,5,8,4,-3,0,0,"AGO",2.8
"",NA,2020-03-09,0,3,7,-5,8,-1,"AGO",2.6
"",NA,2020-03-10,1,3,3,-6,8,-2,"AGO",1.8
"",NA,2020-03-11,1,0,5,-11,8,-1,"AGO",0.6
"",NA,2020-03-12,1,2,10,-4,8,-2,"AGO",3.4
"",NA,2020-03-13,2,1,5,-10,8,-1,"AGO",1.2
"",NA,2020-03-14,2,2,8,-4,2,1,"AGO",2
"",NA,2020-03-15,-5,2,-4,-8,-4,2,"AGO",-3.8
"",NA,2020-03-16,-4,0,1,-12,7,-1,"AGO",-1.6
"",NA,2020-03-17,-6,-3,0,-17,6,0,"AGO",-4
"",NA,2020-03-18,-4,1,-1,-12,5,0,"AGO",-2.2
"",NA,2020-03-19,-4,11,5,-5,5,0,"AGO",2.4
"",NA,2020-03-20,-5,13,-5,-21,3,2,"AGO",-3
"",NA,2020-03-21,-10,16,-8,-8,-1,5,"AGO",-2.2
"",NA,2020-03-22,-33,-4,-29,-41,-10,13,"AGO",-23.4
"",NA,2020-03-23,-43,-25,-31,-52,-68,26,"AGO",-43.8
"",NA,2020-03-24,-26,-8,-21,-36,-14,12,"AGO",-21
"",NA,2020-03-25,-22,1,-24,-41,-22,15,"AGO",-21.6
"",NA,2020-03-26,-10,23,-9,-25,-27,11,"AGO",-9.6
"",NA,2020-03-27,-48,-22,-32,-52,-47,26,"AGO",-40.2
"",NA,2020-03-28,-51,-33,-28,-41,-22,20,"AGO",-35
"",NA,2020-03-29,-61,-40,-39,-57,-11,22,"AGO",-41.6
"",NA,2020-03-30,-55,-36,-35,-59,-54,30,"AGO",-47.8
"",NA,2020-03-31,-55,-37,-37,-62,-55,29,"AGO",-49.2
"",NA,2020-04-01,-55,-36,-40,-61,-55,28,"AGO",-49.4
"",NA,2020-04-02,-55,-35,-34,-60,-55,28,"AGO",-47.8
"",NA,2020-04-03,-58,-35,-41,-63,-53,32,"AGO",-50
"",NA,2020-04-04,-58,-40,-37,-56,-36,24,"AGO",-45.4
"",NA,2020-04-05,-62,-37,-48,-63,-17,22,"AGO",-45.4
"",NA,2020-04-06,-52,-33,-37,-59,-52,28,"AGO",-46.6
"",NA,2020-04-07,-53,-33,-41,-61,-54,28,"AGO",-48.4
"",NA,2020-04-08,-54,-36,-41,-62,-53,28,"AGO",-49.2
"",NA,2020-04-09,-51,-30,-34,-58,-53,27,"AGO",-45.2
"",NA,2020-04-10,-60,-37,-49,-65,-69,36,"AGO",-56
"",NA,2020-04-11,-53,-32,-37,-44,-31,22,"AGO",-39.4
"",NA,2020-04-12,-60,-36,-45,-56,-18,21,"AGO",-43
"",NA,2020-04-13,-55,-40,-39,-60,-51,29,"AGO",-49
"",NA,2020-04-14,-52,-35,-40,-57,-51,27,"AGO",-47
"",NA,2020-04-15,-54,-40,-41,-64,-52,29,"AGO",-50.2
"",NA,2020-04-16,-52,-34,-36,-59,-51,25,"AGO",-46.4
"",NA,2020-04-17,-56,-37,-43,-63,-50,31,"AGO",-49.8
"",NA,2020-04-18,-60,-41,-39,-61,-35,23,"AGO",-47.2
"",NA,2020-04-19,-63,-41,-47,-68,-18,21,"AGO",-47.4
"",NA,2020-04-20,-55,-39,-38,-67,-49,28,"AGO",-49.6
"",NA,2020-04-21,-53,-34,-37,-64,-49,27,"AGO",-47.4
"",NA,2020-04-22,-55,-40,-41,-68,-50,28,"AGO",-50.8
"",NA,2020-04-23,-51,-31,-36,-63,-49,26,"AGO",-46
"",NA,2020-04-24,-55,-34,-39,-65,-47,29,"AGO",-48
"",NA,2020-04-25,-47,-24,-27,-53,-24,18,"AGO",-35
"",NA,2020-04-26,-51,-23,-41,-63,-9,19,"AGO",-37.4
"",NA,2020-04-27,-37,-21,-26,-55,-33,21,"AGO",-34.4
"",NA,2020-04-28,-32,-11,-19,-45,-33,17,"AGO",-28
"",NA,2020-04-29,-31,-12,-22,-49,-32,20,"AGO",-29.2
"",NA,2020-04-30,-28,-6,-13,-39,-31,18,"AGO",-23.4
"",NA,2020-05-01,-51,-31,-38,-62,-64,31,"AGO",-49.2
"",NA,2020-05-02,-36,-15,-21,-41,-9,16,"AGO",-24.4
"",NA,2020-05-03,-53,-27,-40,-63,-4,19,"AGO",-37.4
"",NA,2020-05-04,-37,-25,-24,-54,-30,22,"AGO",-34
"",NA,2020-05-05,-33,-16,-26,-47,-32,19,"AGO",-30.8
"",NA,2020-05-06,-34,-22,-26,-51,-31,22,"AGO",-32.8
"",NA,2020-05-07,-33,-12,-19,-45,-30,19,"AGO",-27.8
"",NA,2020-05-08,-39,-20,-27,-52,-28,24,"AGO",-33.2
"",NA,2020-05-09,-35,-11,-19,-41,-5,16,"AGO",-22.2
"",NA,2020-05-10,-52,-26,-37,-60,-3,19,"AGO",-35.6
"",NA,2020-05-11,-36,-24,-24,-50,-27,21,"AGO",-32.2
"",NA,2020-05-12,-33,-16,-21,-49,-28,20,"AGO",-29.4
"",NA,2020-05-13,-34,-20,-25,-51,-28,20,"AGO",-31.6
"",NA,2020-05-14,-33,-18,-17,-44,-28,18,"AGO",-28
"",NA,2020-05-15,-38,-19,-24,-49,-27,23,"AGO",-31.4
"",NA,2020-05-16,-35,-16,-15,-40,-4,17,"AGO",-22
"",NA,2020-05-17,-51,-26,-37,-57,-5,18,"AGO",-35.2
"",NA,2020-05-18,-35,-23,-22,-49,-25,21,"AGO",-30.8
"",NA,2020-05-19,-34,-20,-24,-47,-27,20,"AGO",-30.4
"",NA,2020-05-20,-36,-22,-25,-53,-27,21,"AGO",-32.6
"",NA,2020-05-21,-34,-19,-15,-48,-27,20,"AGO",-28.6
"",NA,2020-05-22,-37,-19,-22,-49,-24,22,"AGO",-30.2
"",NA,2020-05-23,-31,-12,-19,-40,-3,15,"AGO",-21
"",NA,2020-05-24,-45,-22,-35,-57,-3,17,"AGO",-32.4
"",NA,2020-05-25,-29,-18,-21,-49,-22,19,"AGO",-27.8
"",NA,2020-05-26,-23,-7,-21,-41,-22,16,"AGO",-22.8
"",NA,2020-05-27,-19,-1,-17,-43,-21,16,"AGO",-20.2
"",NA,2020-05-28,-17,3,-11,-36,-21,15,"AGO",-16.4
"",NA,2020-05-29,-18,5,-11,-37,-18,17,"AGO",-15.8
"",NA,2020-05-30,-17,5,-4,-30,7,10,"AGO",-7.8
"",NA,2020-05-31,-31,-3,-21,-46,13,12,"AGO",-17.6
"",NA,2020-06-01,-11,6,-5,-31,-15,14,"AGO",-11.2
"",NA,2020-06-02,-15,2,-7,-32,-16,14,"AGO",-13.6
"",NA,2020-06-03,-15,1,-10,-37,-17,14,"AGO",-15.6
"",NA,2020-06-04,-16,1,-6,-32,-16,14,"AGO",-13.8
"",NA,2020-06-05,-19,2,-13,-35,-16,16,"AGO",-16.2
"",NA,2020-06-06,-17,0,-8,-31,7,10,"AGO",-9.8
"",NA,2020-06-07,-32,-9,-24,-47,9,13,"AGO",-20.6
"",NA,2020-06-08,-15,-5,-11,-35,-14,15,"AGO",-16
"",NA,2020-06-09,-16,-2,-13,-35,-15,14,"AGO",-16.2
"",NA,2020-06-10,-14,-4,-10,-38,-15,14,"AGO",-16.2
"",NA,2020-06-11,-16,-2,-2,-38,-15,14,"AGO",-14.6
"",NA,2020-06-12,-18,-2,-11,-38,-14,16,"AGO",-16.6
"",NA,2020-02-15,0,4,5,0,2,1,"ARE",2.2
"",NA,2020-02-16,1,4,4,1,2,1,"ARE",2.4
"",NA,2020-02-17,-1,1,5,1,2,1,"ARE",1.6
"",NA,2020-02-18,-2,1,5,0,2,1,"ARE",1.2
"",NA,2020-02-19,-2,0,4,-1,2,1,"ARE",0.6
"",NA,2020-02-20,-2,1,6,1,1,1,"ARE",1.4
"",NA,2020-02-21,-3,2,6,0,-1,1,"ARE",0.8
"",NA,2020-02-22,-2,2,4,-2,3,1,"ARE",1
"",NA,2020-02-23,-1,3,3,-1,4,1,"ARE",1.6
"",NA,2020-02-24,-3,0,5,-1,3,1,"ARE",0.8
"",NA,2020-02-25,-3,2,3,-2,3,1,"ARE",0.6
"",NA,2020-02-26,-2,1,-3,-2,3,1,"ARE",-0.6
"",NA,2020-02-27,1,5,-1,-1,3,1,"ARE",1.4
"",NA,2020-02-28,1,5,-1,-1,1,1,"ARE",1
"",NA,2020-02-29,2,7,-1,-1,5,0,"ARE",2.4
"",NA,2020-03-01,3,10,2,-1,4,1,"ARE",3.6
