"","pop_below14_2018","country_id"
"171",43.7518511029062,NA
"172",16.8360861114438,"PRI"
"173",20.2021135043815,"PRK"
"174",13.4579078221324,"PRT"
"175",29.4405055961229,"PRY"
"176",38.9473612779327,"PSE"
"177",35.0365547703939,NA
"178",16.0912386216832,NA
"179",22.7618941295525,"PYF"
"180",13.5407641851225,"QAT"
"181",15.5345549605626,"ROU"
"182",17.9140805801319,"RUS"
"183",39.9755730179801,"RWA"
"184",28.4163476039442,NA
"185",25.0428481279098,"SAU"
"186",40.5087918665567,"SDN"
"187",43.0554303706314,"SEN"
"188",12.2782826362627,"SGP"
"189",40.2415842979397,"SLB"
"190",41.0596393534767,"SLE"
"191",27.1320809139623,"SLV"
"192",46.5765840679638,"SOM"
"193",15.6896807521828,"SRB"
"194",42.5401087348427,NA
"195",41.8201214348455,"SSD"
"196",42.5384123153354,NA
"197",29.1198970830628,NA
"198",42.5199499592471,"STP"
"199",27.170263372628,"SUR"
"200",15.4461367603311,"SVK"
"201",15.0217750478021,"SVN"
"202",17.5817854599214,"SWE"
"203",38.1124915403848,"SWZ"
"204",23.6353711790393,"SYC"
"205",31.4215408068559,"SYR"
"206",47.126299988842,"TCD"
"207",20.5024995139321,NA
"208",20.4843891459536,NA
"209",41.334523499723,"TGO"
"210",17.0869888171064,"THA"
"211",36.7842840794279,"TJK"
"212",30.8223639401863,"TKM"
"213",24.7522577173464,NA
"214",37.7806642722958,"TLS"
"215",31.0164046037891,NA
"216",35.4157582100255,"TON"
"217",28.4163476039442,NA
"218",42.5384123153354,NA
"219",20.419572570427,"TTO"
"220",24.1701203463736,"TUN"
"221",24.6494101390807,"TUR"
"222",44.0982381505459,"TZA"
"223",46.9305251819863,"UGA"
"224",15.8124131732483,"UKR"
"225",20.7486467400202,NA
"226",20.6079810743386,"URY"
"227",18.7090399824651,"USA"
"228",28.6860574147675,"UZB"
"229",22.5413071290525,"VCT"
"230",27.6666505810652,"VEN"
"231",19.7134123041651,"VIR"
"232",23.1726768317012,"VNM"
"233",38.8482301489682,"VUT"
"234",25.7953762440249,NA
"235",38.3206970922199,"WSM"
"236",39.6148902740523,"YEM"
"237",29.0794891477129,"ZAF"
"238",44.9361411568244,"ZMB"
"239",42.4010662380439,"ZWE"
