"","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","country_id"
"148",-0.7660425,48.7768683096734,NA,867.643391425415,22442948,280994,301410,NA,466042272.996923,17.7176505881424,5.40829573726232,0.951072208218253,1.87824455049814,1.3730994574391,NA,20.1129917856119,"NER"
"149",-1.022591,33.0012587035835,NA,5155.8084733747,195874740,2550966,2830452,8169192.31,1997485164.94833,215.064988965381,16.5138200055811,0.658124087599013,6.12223431396315,2.70706889939629,NA,3.7642855236789,"NGA"
"150",-0.8024699,93.6214086611824,NA,5694.87577632457,6465513,145203,194073,NA,359200000,53.7270483629716,16.2078863657068,0.66198270577991,0,13.7080391702969,NA,59.7503018590647,"NIC"
"151",1.850466,157.653296539322,NA,56454.9252056674,17231624,1525161,1782696,43996044.579144,-239337011214.707,511.475927574948,12.4159510444285,11.6956827411211,0.0211591985019315,NA,36.2105899515054,NA,"NLD"
"152",1.887119,71.0741858923888,NA,63332.7998900687,5311916,418268,487366,NA,-6634007435.04685,14.5482916341657,19.0557418453153,14.2356111639164,3.75071935963797,NA,21.3480639519764,NA,"NOR"
"153",-0.9023383,55.2306284563289,NA,3251.41837994284,28087871,733401,875346,3296953,68186670.7450293,195.939107080572,4.73418579856052,1.81764555283951,0,5.25896121599293,NA,40.1376120426982,"NPL"
"154",-0.076744,NA,NA,16111.7828561372,12704,NA,NA,45457,0,635.2,NA,31.089806300137,0,NA,NA,NA,"NRU"
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIU"
"156",1.670251,56.399746090057,NA,41648.2056548951,4841000,352911,404821,17249049.9541367,2128856170.74495,18.3851733697923,32.1601941747573,22.95970035283,0.16064338553419,NA,2.02481256988028,NA,"NZL"
"157",0.1865782,102.783291067814,NA,28593.1843475164,4829483,55286,60048,10438241,6342262678.80364,15.6041453957997,29.9527506360412,41.085873617455,21.8028859170055,NA,NA,NA,"OMN"
"158",-0.019452,NA,37.1,31076.9941118124,4176873,157520,181003,12939350,5945110000,56.1860774818402,42.6991675351393,4.70102752739085,0,17.8827769650935,NA,51.1166109929222,"PAN"
"159",-0.2454309,48.9137033022597,32.1,12782.3763299978,31989256,1207306,1380179,17758527.272,6487906280.71858,24.99160625,32.4815525562708,0.289645140800474,0.203666410643583,11.5158648509964,11.6640442903919,56.0976151478609,"PER"
"160",NA,NA,NA,NA,277679,11175,11843,NA,58721896.4434,75.8685792349727,NA,10.6300660621578,NA,NA,NA,NA,"PYF"
"161",-0.6773402,NA,NA,4233.12775581991,8606316,138009,158502,964713,1134643537.8393,19.0043633794109,NA,0.338376608624312,2.5923207475655,NA,NA,NA,"PNG"
"162",0.0495094,76.0587526110281,NA,8123.33581331992,106651922,2294705,3168706,43080118,9832332890.55406,357.688305329175,14.2777061251648,0.210390539089137,0.0511017823848892,8.92214945787277,NA,33.8304086704276,"PHL"
"163",-0.6338443,28.5420039191098,NA,4739.49224105383,212215030,4672822,4479539,6880637,2.354e+09,275.289318700706,20.0718671999811,1.92084606074688,0.30320570716204,6.00800770169284,NA,11.1955738186767,"PAK"
"164",0.6626508,107.744362110813,NA,31695.176608517,37974750,2617976,4034163,9277538,1.6697e+10,124.023482151605,4.65519325341181,1.60418083655994,0.0351926578866733,43.7884296230798,40.2800945944284,38.7530541376192,"POL"
"165",-0.156924,105.839362647816,NA,34273.4609381355,3195153,248175,348577,NA,NA,360.220180383315,76.8143810327706,7.46549639203331,NA,NA,NA,NA,"PRI"
"166",-0.7608902,79.60098249167,NA,1164.2806801992,4569087,67701,75458,NA,262509658.39526,758.984551495017,NA,5.4730397522441,0,NA,5.37583927410517,NA,"PSE"
"167",1.208909,86.9567569184978,NA,33948.1255398462,10283822,947538,1310392,17367956,7815679195.40295,112.2619412173,41.1738942972759,8.0895935893659,0,NA,29.8100107962484,NA,"PRT"
"168",-0.0121242,123.298129649511,NA,18070.0384471316,17907,NA,NA,NA,21500000,38.9282608695652,NA,26.6027899112301,NA,NA,NA,NA,"PLW"
"169",-0.5172144,70.4151017885008,35.9,12890.3072346609,6956071,213950,233340,560631,386916058.139802,17.5083589227284,46.3221120083449,2.35666668624757,0,13.8425676701487,21.7904881925216,55.7545410611006,"PRY"
"170",0.6312364,87.9860686403717,NA,94502.6908176154,2781677,26435,11671,29178923,-2186263736.26374,239.593195521103,NA,75.4976278935561,14.2317850588543,NA,NA,NA,"QAT"
"171",1.108839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REU"
"172",-0.2534418,86.4949192995448,NA,28554.5777300886,19466145,1430188,2139534,4908235,7343560129.25217,84.6059848748261,9.35665484871298,1.16313480315329,0.316385872146492,46.8599339285945,37.8833882866428,61.8332872372693,"ROU"
"173",0.1116198,110.068424374952,NA,17423.3856412956,6982604,551774,729238,2262703,4071895067.82106,79.8376857992225,19.8973191090315,9.12262208400769,0.0999300183369617,52.0960296365632,35.5375302084081,13.4041636573424,"SRB"
"174",-0.0608858,51.5104574912421,29.9,26669.222181815,144478050,6964329,14238472,99327311,8784850000,8.82207955488442,23.1913304477739,8.11621785991527,6.43188664384159,56.3411995255727,21.9334801968678,67.8902079229578,"RUS"
"175",0.2068089,51.5054483643306,NA,2063.8118298668,12301939,148723,212730,1073528,301552668.12,498.659870287799,8.59893712690333,3.80308098441419,0,10.7844306434972,7.84141137775325,20.0879471986498,"RWA"
"176",0.3234982,66.5668213044185,NA,47596.727899984,33699947,594563,522116,39141659.999,4247084538.91783,15.6766543082956,47.2804719841251,32.2949424946542,23.1011577803481,NA,NA,NA,"SAU"
"177",-1.054241,NA,NA,2365.20432358391,652858,11449,12045,427806,12057230.7613698,23.324687388353,NA,0.442947201036342,0,NA,NA,NA,"SLB"
"178",0.502284,189.116880736594,NA,27571.6947381472,96762,3139,4209,455201,307664653.791333,210.352173913043,NA,13.2589068217392,0,NA,0.206984553737703,NA,"SYC"
"179",-1.619857,22.5944733392728,NA,4230.48386614063,41801533,696028,800950,269958.48,1135787164.04941,NA,13.238937911679,1.2513445422805,1.01301736169592,NA,NA,NA,"SDN"
"180",1.830975,89.0747057382693,NA,53243.2901400412,10175214,947970,1096801,NA,-1820311589.14598,24.9814981218237,15.5570978654601,16.7675587503806,0,NA,9.1835966613853,NA,"SWE"
"181",2.231474,326.194682337947,NA,96477.215290631,5638676,303657,342722,40401515,91035666405.1252,7952.9984184018,100,45.3917919104027,0,NA,NA,NA,"SGP"
"182",1.125806,162.476885958713,NA,38022.049816862,2073894,172939,233689,1094762,1523856931.75901,102.96366052404,NA,11.4129640933173,9.4875986910449e-05,NA,39.8829907031032,NA,"SVN"
"183",0.7074615,190.155092074861,NA,32108.0553438103,5446771,334878,516386,NA,2551913226.95168,113.285586522463,NA,3.26541789940692,0.0271935833560908,NA,38.9420891752755,NA,"SVK"
"184",-1.142948,56.6958306351663,29.4,1663.29239326573,7650154,97350,129601,NA,217812918.996704,105.987170961485,14.8487076207878,1.41345729487955,0,NA,NA,30.1557655033465,"SLE"
"185",NA,NA,NA,NA,33785,NA,NA,NA,NA,563.083333333333,NA,14.8422013152513,NA,NA,32.1009373892867,NA,"SMR"
"186",-0.2678156,57.9355453561728,NA,3348.59279293072,15854360,206231,283178,21038,847841574.790216,82.3474783150678,18.7861194018554,1.73995141736156,0,8.31744084521165,4.74091985808684,8.23709756013295,"SEN"
"187",-2.19103,125.527985845119,NA,NA,15008154,207274,223956,4486,4.09e+08,23.9234769024771,13.8699536265419,0.234455883618068,0,NA,NA,NA,"SOM"
"188",-0.6553037,NA,NA,15767.0948674718,575991,16749,23030,272347,130960766.326423,3.69225,NA,8.62581150145034,5.23554027482677,NA,NA,NA,"SUR"
"189",-2.449409,NA,NA,NA,10975920,172079,200936,NA,60140000,NA,NA,6.67856203968099,NA,NA,NA,NA,"SSD"
"190",-0.6393903,NA,NA,3944.76788389762,211028,2665,3508,NA,23698321.4864449,219.820833333333,NA,1.25772285966461,0,NA,NA,NA,"STP"
"191",-0.4471425,77.5259623133899,29.4,8606.98123465013,6420744,223747,308358,2545105,412743968.360673,309.881467181467,17.2362891278643,0.686271613393632,0,6.15611135696081,9.67702915205032,53.1403451479089,"SLV"
"192",NA,NA,NA,NA,40654,NA,NA,NA,-196625698.324022,NA,NA,70.4477997160924,NA,NA,NA,NA,"SXM"
"193",-1.671169,NA,NA,NA,16906283,350534,410784,17896.9211653632,NA,92.0671077710614,31.7537450425975,4.73013438841734,NA,NA,NA,NA,"SYR"
"194",-0.6599468,84.4133412962024,NA,8606.07599203517,1136191,16399,29196,NA,31130826.6571528,66.0576162790698,NA,2.45374795061268,0,NA,NA,NA,"SWZ"
"195",NA,NA,NA,26431.4721903184,37665,NA,NA,NA,42227000,39.6473684210526,NA,34.0371006727045,NA,NA,NA,NA,"TCA"
"196",-1.528847,73.8762110452795,NA,1580.43434022081,15477751,175225,208703,NA,662206573.4331,12.2917336404066,8.54567953703351,3.68277137079953,15.250444256377,2.47797179203433,NA,0.572243024437504,"TCD"
"197",-1.057791,73.6056612696514,NA,1552.5476723323,7889094,103651,122727,566295,-180972714.795729,145.046773303916,22.1285739528519,3.79000676014412,0,3.00957537816722,NA,NA,"TGO"
"198",0.3499596,123.306881651774,28.1,18042.3778847237,69428524,3610237,4652417,76053042.754,13205107281.2953,135.897206835131,20.0552124657007,5.75823265195895,0.560684120584641,40.7234187776292,5.08694483691391,59.3185277087442,"THA"
"199",-1.097704,NA,NA,3234.72157879638,9100837,128590,146426,492320,220862232.3377,65.5727141724908,NA,3.24291089626031,0.0649408255712173,34.1492100528733,NA,9.74993153224343,"TJK"
"200",-0.9826074,63.0065442355189,NA,3079.89483690751,1267972,25444,29292,NA,47925664.570816,85.270477471419,NA,0.914442948601621,14.5298179299024,1.24062635403727,NA,35.2090294064135,"TLS"
"201",-1.044102,35.1633909045029,NA,14845.3294260971,5850908,106675,152324,2457474,1985147000,12.4505947694337,NA,3.65471158287463,5.02459450536623,NA,NA,NA,"TKM"
"202",-0.1052618,110.956565079419,NA,10747.6998963432,11565204,432113,529652,4274199,988942901.040222,74.4413233779609,19.807493235744,0.503849717164906,1.54743191543553,NA,25.4607021607317,14.4259315892508,"TUN"
"203",0.1393548,98.2201047363973,NA,6266.90311383928,103197,2828,3320,NA,15047474.4803441,143.329166666667,NA,5.39794668927192,0,NA,NA,NA,"TON"
"204",0.0060968,60.1573716207674,32.6,28298.8657950058,82319724,2970028,4013183,115595495.817,1.3023e+10,106.960128893104,36.8553458706931,3.76900110251173,0.0559914653118288,36.0602768561565,24.623931988783,17.960378362579,"TUR"
"205",0.1902379,NA,NA,26272.9084023521,1389858,66754,82442,2525130,-701876422.868886,270.927485380117,NA,3.66763032980219,3.16632250639881,NA,11.4945038231607,NA,"TTO"
"206",-0.6936518,NA,NA,3953.26480169896,11508,NA,NA,NA,298862.0826,383.6,NA,1.42194433239209,NA,NA,NA,NA,"TUV"
"207",1.362331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN"
"208",-0.7562658,NA,NA,2875.16188688305,56318348,616152,848867,1481557,1055991268.20234,63.5790787988259,12.5196623310045,0.488535530485828,0,1.29319942331357,NA,10.9351698934273,"TZA"
"209",-0.4152199,99.0186601534378,22,8207.2663606161,44622516,2455746,4877703,7854842,2.476e+09,77.0296673514129,12.1100029411161,10.7864611551484,0.243847538083565,51.4221630618031,20.2290628233565,36.6281938674052,"UKR"
"210",-0.6060399,48.199222965602,NA,1793.53813782613,42723139,329441,499827,21537,1055353352.63033,213.061734490325,6.99001072931462,1.92012616805897,0,0.881115931846307,NA,60.472307628686,"UGA"
"211",1.576998,27.5439028356461,NA,61391.3729620784,326687501,23058935,28582660,889022000,2.5839e+11,35.7136220923495,46.3258859113805,14.4906535240608,0.177275748743784,NA,37.9251427552759,NA,"USA"
"212",0.5582148,39.9922435701169,29.7,21590.8334830778,3449299,199081,311936,NA,1171934318.52517,19.7080276539824,50.3577393551559,2.09231674852946,0,36.5570422870946,31.4576856539649,59.2081972884331,"URY"
"213",-0.5470828,67.8456143280826,NA,6734.84586358875,32955400,632244,824084,3056558,624702706.364396,77.4692054536906,7.47667757029197,3.91690323992971,0.858635083466047,NA,20.6360812334745,NA,"UZB"
"214",0.1956703,NA,NA,12466.4161360546,110210,5201,5367,NA,110052363.628836,282.589743589744,NA,4.18135974128008,0,NA,NA,NA,"VCT"
"215",-1.581517,NA,NA,NA,28870195,930406,1167747,2137771,9.56e+08,32.7307919052208,32.3515480238357,4.51473657184212,NA,NA,NA,NA,"VEN"
"216",NA,NA,NA,NA,29802,NA,NA,NA,44244376000,198.68,NA,57.4692034399177,NA,NA,NA,NA,"VGB"
"217",0.8301269,NA,NA,NA,106977,9101,11538,NA,NA,305.648571428571,NA,53.3638784092727,NA,NA,NA,NA,"VIR"
"218",-0.0034448,208.306665858343,27.5,7586.38493872479,95540395,2710562,4239888,47049671,1.55e+10,308.125245912213,16.9103812057717,0.07789713082094,1.27130764334906,15.2492432666176,NA,17.5068280169369,"VNM"
"219",-0.4917117,NA,NA,3144.55013529906,292680,5555,5097,374603,37582280.0177531,24.0098441345365,NA,1.20422290404002,0,NA,NA,NA,"VUT"
"220",0.5907587,80.3872792781217,NA,6506.99221845699,196130,4160,5256,137770,16713450.8645979,69.3038869257951,NA,2.55087254435175,0,NA,1.52845780267365,NA,"WSM"
"221",-0.4283053,82.0096840384346,NA,10610.3077397104,1845300,NA,NA,NA,318542991.552639,NA,NA,NA,0,35.0002633807955,NA,14.0504711083971,"RKS"
"222",-2.244354,NA,NA,NA,28498687,373355,446340,336310,-282098333.3333,53.9778529083092,9.75243877024931,1.28252922839207,1.89151889990438,NA,NA,NA,"YEM"
"223",0.3403786,59.470333710239,NA,12630.7474848479,57779622,1218728,1853908,23921748.0700525,5569462350.15205,47.6301197767684,35.3078235783543,5.76709044891315,0.00581831212516539,3.3527477311896,1.86972949469319,78.6292231780398,"ZAF"
"224",-0.5592093,75.6593681604574,NA,3513.41077723102,17351822,142606,221719,8904,408438491.702336,23.3414789007116,14.5451238492419,0.789025650319302,0,1.05257306906133,NA,0.570814863578311,"ZMB"
"225",-1.19886,48.4365902218651,NA,3280.76419211615,14439018,151062,273405,282539,744637199.18,37.3245909267158,10.4925141031059,2.55638252510727,0,2.65503997288927,2.83646421966287,27.7297730792768,"ZWE"
