"","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","country_id"
"103",-0.6115379,101.122374928044,23.6,5120.39248385443,6322800,108294,175893,709198.932479812,144222600,32.9655891553702,NA,3.44079642260338,0.103369334052779,39.3497475478638,18.1485143239419,7.17786188086409,"KGZ"
"104",-0.568605,124.898612832521,NA,4160.45184108755,16249798,295678,446707,1411059,3212633447.0447,92.0564128710628,12.0144816569412,0.474794450779274,0,1.86913898965382,NA,NA,"KHM"
"105",-0.2764392,NA,NA,2239.37037667985,115847,1696,2882,66567,-1144364.71702219,143.020987654321,NA,2.80458625014454,0,NA,NA,NA,"KIR"
"106",-1.639134,43.0945213236163,NA,3066.83784677933,832322,11402,13629,NA,6859922.78066133,447.244477540227,NA,1.59231629704974,0,NA,NA,NA,"COM"
"107",0.5514148,118.628008124849,NA,25900.0227952891,52441,NA,NA,NA,93552415.5252759,201.696153846154,NA,13.3934355430792,0,NA,NA,NA,"KNA"
"108",-1.57276,NA,NA,NA,25549819,833069,1551878,103560,51973000,212.190175234615,11.8899550716974,0.192635219027453,NA,NA,NA,NA,"PRK"
"109",1.182665,83.003928307339,NA,39492.2678224721,51606633,3178472,4262431,88157579,12182600000,529.358501289308,50.1739708537079,2.63915935436429,0.00231472486772913,NA,25.5134811374785,NA,"KOR"
"110",-0.0878059,100.487582077886,NA,50478.6400193495,4137309,64346,41180,6464847,-21377568.8207293,232.172222222222,72.2515528813535,73.6395507326993,36.6115754849503,NA,NA,NA,"KWT"
"111",1.204366,NA,NA,NA,64174,NA,NA,NA,57383579000,267.391666666667,NA,39.5650941351076,NA,NA,NA,NA,"CYM"
"112",0.0217204,62.8181983584076,NA,25549.9673995212,18272430,479282,871406,7143797,213930934.55809,6.76831870207801,15.8551325685746,20.1233050855632,10.1915479765309,28.6769633035275,3.25949336445695,30.6208268158034,"KAZ"
"113",-0.672724,NA,NA,7592.81979756711,7061507,126685,161059,1251961.7858552,1319609797.48538,30.5957842287695,NA,0.327020358502169,0,NA,NA,NA,"LAO"
"114",-0.6402023,62.9490956091566,NA,16026.4940811554,6848925,220389,259246,2981937,2632087415.3,669.494134897361,34.8269399942327,34.1456803007755,0,NA,1.35898224003721,NA,"LBN"
"115",0.1956703,NA,NA,13628.4247749222,181889,8630,9210,NA,40030761.7053615,298.17868852459,NA,6.90328055827329,0,NA,NA,NA,"LCA"
"116",1.739037,NA,NA,NA,37910,NA,NA,NA,-87212093508.4059,236.9375,NA,62.5962537635555,NA,NA,NA,NA,"LIE"
"117",-0.2353793,52.9186283988775,NA,12939.4576308404,21670000,964240,1305398,5882376,1610543974.22884,345.558922022006,NA,0.186850018416597,0,7.40060570466367,1.30478906031296,26.1869371395065,"LKA"
"118",-1.340831,120.343137254902,NA,1497.00447655505,4818977,69946,86834,NA,129129754.833293,50.0309073920266,29.4315577766817,2.52649198234771,0,0.496428768206781,0.512055519215939,13.9910600652359,"LBR"
"119",-0.8609057,128.00758270899,NA,2995.21105299361,2108132,37150,66163,NA,128696373.48374,69.437812911726,NA,0.307818842147762,0,NA,NA,6.3226136079387,"LSO"
"120",1.072398,149.299812851284,NA,35389.9774872093,2801543,186301,365665,26031,867654602.336174,44.7230757742448,NA,4.72608962255138,0.0255233575664554,NA,39.1323876953668,NA,"LTU"
"121",1.778221,387.103339675389,NA,114109.972454391,607950,38912,47310,2099102,-5615033227.4932,250.185185185185,NA,43.9641339422687,0,NA,29.2067141661782,NA,"LUX"
"122",1.043452,122.793208336035,NA,30038.4650482875,1927174,126882,259395,4058762,446985589.697802,30.9934705693149,NA,13.3532402640341,0,NA,30.3347804566629,NA,"LVA"
"123",-1.847037,102.350382324245,NA,14080.3527536705,6678567,133852,159487,927153.880702403,0,3.79563238119054,17.3352457196282,12.2824498704933,37.2915774997462,NA,NA,NA,"LBY"
"124",-0.2092959,87.9901194591362,NA,7641.37367025055,36029138,1176787,1349886,8132917,3544387229.27822,80.7285189334528,21.7315718183433,0.257467738138459,0.00681109177822996,NA,NA,NA,"MAR"
"125",NA,NA,NA,NA,38682,NA,NA,316,NA,NA,NA,55.7684662479129,NA,NA,NA,NA,"MCO"
"126",-0.4665205,84.2866489594022,22,12266.0979134805,2706049,115730,194643,1135999,311870000,123.51980353224,NA,3.51210659793059,0.0136617765155949,43.89807654684,31.9456186152523,23.7920257292502,"MDA"
"127",0.1311615,109.609296759902,NA,20709.671973947,622227,39569,53611,565522,485653127.823429,46.2622304832714,NA,13.1900776789324,0,47.9325447974338,NA,8.07594138285643,"MNE"
"128",NA,NA,NA,NA,37264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAF"
"129",-1.153121,62.5018060931614,NA,1613.10470552415,26262368,359165,425224,541290,612036371.422122,45.1398556204881,11.6455111740114,0.132347777361949,0.117433843398885,NA,5.02180481964613,NA,"MDG"
"130",-1.554391,125.72768192048,NA,3894.17741946457,58413,NA,NA,24313,9752051.36249508,324.516666666667,NA,6.19704489272168,NA,NA,NA,NA,"MHL"
"131",0.0902431,133.236005015841,NA,15958.9899090738,2082958,126580,158161,NA,648732424.984647,82.5915146708961,NA,6.28977417338761,0,NA,27.6460761190388,NA,"MKD"
"132",-1.004638,57.6544926523115,NA,2288.54656799636,19077690,210390,267944,NA,467067198.107612,15.635015858186,12.8251848101107,2.06335973795908,0,NA,NA,NA,"MLI"
"133",-1.068652,NA,NA,4877.18320276625,53708395,1259166,1847696,3407788.43290303,1291196200.66864,82.2386154835549,12.1610820803712,0.13601460292319,0.175161854913269,NA,0.555273134908011,NA,"MMR"
"134",-0.2333477,122.893221478024,25.7,11913.2704661784,3170208,53849,75608,670360,1951528195.81853,2.04060866654651,47.9583989441702,0.595444478012824,1.86256173418219,43.2792788602746,18.78919120846,99.8305273090216,"MNG"
"135",1.204366,116.001448278033,NA,131908.154163198,631636,31565,34660,3157724,2325541186.8549,20777.5002607232,NA,58.321902771585,0,NA,0.29679048032349,NA,"MAC"
"136",NA,108.692365835223,NA,NA,56882,NA,NA,NA,NA,123.65652173913,NA,39.3099691301979,NA,NA,NA,NA,"MNP"
"137",1.108839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTQ"
"138",-0.7266325,121.314333993956,NA,3712.44002678222,4403319,58497,79815,454435.697242701,70755026.5279,4.27216357815077,27.375123174133,3.39667673329787,0.81214604709022,NA,NA,45.2155503310519,"MRT"
"139",0.968796,268.848482531912,NA,43085.3239380218,484630,44733,53883,2576898,4750494292.14907,1514.46875,NA,9.8984880693625,0,NA,16.2086545543175,NA,"MLT"
"140",0.8760849,94.853479056447,NA,22211.1649231914,1265303,62612,82571,1745291,371518185.9208,623.30197044335,NA,2.24510921983142,0,18.7915116621894,4.33217260694523,44.8537051300491,"MUS"
"141",-0.4884941,146.270835325988,NA,18508.5147212522,515696,10052,8995,1147247,538536564.514229,1718.98666666667,NA,25.8721817536855,0,NA,NA,NA,"MDV"
"142",-0.7286705,NA,NA,1045.86096447843,18143315,192169,287793,10545,102033113.80307,192.440761561307,5.675032374183,1.2498117945782,0,0.566048355348621,NA,41.2191662742092,"MWI"
"143",-0.153388,80.4483211741163,36.4,19992.230139994,126190788,4101778,5013893,64569640,38644325856,64.9146264050001,40.7090420895066,0.939364727416811,1.72364374207885,41.8890606838191,11.4833581998621,32.5256501084653,"MEX"
"144",1.075348,130.502780400217,NA,27536.9184977165,31528585,1025167,1078350,60481772,8570094242.95007,95.9628214883579,23.9906484861277,8.28934891611083,2.35766701623901,NA,NA,NA,"MYS"
"145",-0.8742813,131.985656798777,NA,1289.54300128945,29495962,321444,531223,540124,2678190543.5991,37.508535313716,9.27978887415166,0.796801385438194,0.101113999482936,3.80872721250015,3.21891560015756,1.58029112385652,"MOZ"
"146",0.106442,83.6508564531358,NA,10450.1057806751,2448255,33216,55805,602893,183488531.13461,2.97374558175127,NA,3.81840143482876,0,NA,NA,NA,"NAM"
"147",NA,NA,NA,NA,284060,12419,13636,NA,874392467.2137,15.5393873085339,NA,24.4339041798737,NA,NA,NA,NA,"NCL"
