"","date","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","country_id"
"1",2019-12-31,0,0,0,0,NA,-75,"AFG"
"2",2020-01-01,0,0,0,0,NA,-74,"AFG"
"3",2020-01-02,0,0,0,0,NA,-73,"AFG"
"4",2020-01-03,0,0,0,0,NA,-72,"AFG"
"5",2020-01-04,0,0,0,0,NA,-71,"AFG"
"6",2020-01-05,0,0,0,0,NA,-70,"AFG"
"7",2020-01-06,0,0,0,0,NA,-69,"AFG"
"8",2020-01-07,0,0,0,0,NA,-68,"AFG"
"9",2020-01-08,0,0,0,0,NA,-67,"AFG"
"10",2020-01-09,0,0,0,0,NA,-66,"AFG"
"11",2020-01-10,0,0,0,0,NA,-65,"AFG"
"12",2020-01-11,0,0,0,0,NA,-64,"AFG"
"13",2020-01-12,0,0,0,0,NA,-63,"AFG"
"14",2020-01-13,0,0,0,0,NA,-62,"AFG"
"15",2020-01-14,0,0,0,0,NA,-61,"AFG"
"16",2020-01-15,0,0,0,0,NA,-60,"AFG"
"17",2020-01-16,0,0,0,0,NA,-59,"AFG"
"18",2020-01-17,0,0,0,0,NA,-58,"AFG"
"19",2020-01-18,0,0,0,0,NA,-57,"AFG"
"20",2020-01-19,0,0,0,0,NA,-56,"AFG"
"21",2020-01-20,0,0,0,0,NA,-55,"AFG"
"22",2020-01-21,0,0,0,0,NA,-54,"AFG"
"23",2020-01-22,0,0,0,0,NA,-53,"AFG"
"24",2020-01-23,0,0,0,0,NA,-52,"AFG"
"25",2020-01-24,0,0,0,0,NA,-51,"AFG"
"26",2020-01-25,0,0,0,0,NA,-50,"AFG"
"27",2020-01-26,0,0,0,0,NA,-49,"AFG"
"28",2020-01-27,0,0,0,0,NA,-48,"AFG"
"29",2020-01-28,0,0,0,0,NA,-47,"AFG"
"30",2020-01-29,0,0,0,0,NA,-46,"AFG"
"31",2020-01-30,0,0,0,0,NA,-45,"AFG"
"32",2020-01-31,0,0,0,0,NA,-44,"AFG"
"33",2020-02-01,0,0,0,0,NA,-43,"AFG"
"34",2020-02-02,0,0,0,0,NA,-42,"AFG"
"35",2020-02-03,0,0,0,0,NA,-41,"AFG"
"36",2020-02-04,0,0,0,0,NA,-40,"AFG"
"37",2020-02-05,0,0,0,0,NA,-39,"AFG"
"38",2020-02-06,0,0,0,0,NA,-38,"AFG"
"39",2020-02-07,0,0,0,0,NA,-37,"AFG"
"40",2020-02-08,0,0,0,0,NA,-36,"AFG"
"41",2020-02-09,0,0,0,0,NA,-35,"AFG"
"42",2020-02-10,0,0,0,0,NA,-34,"AFG"
"43",2020-02-11,0,0,0,0,NA,-33,"AFG"
"44",2020-02-12,0,0,0,0,NA,-32,"AFG"
"45",2020-02-13,0,0,0,0,NA,-31,"AFG"
"46",2020-02-14,0,0,0,0,NA,-30,"AFG"
"47",2020-02-15,0,0,0,0,NA,-29,"AFG"
"48",2020-02-16,0,0,0,0,NA,-28,"AFG"
"49",2020-02-17,0,0,0,0,NA,-27,"AFG"
"50",2020-02-18,0,0,0,0,NA,-26,"AFG"
"51",2020-02-19,0,0,0,0,NA,-25,"AFG"
"52",2020-02-20,0,0,0,0,NA,-24,"AFG"
"53",2020-02-21,0,0,0,0,NA,-23,"AFG"
"54",2020-02-22,0,0,0,0,NA,-22,"AFG"
"55",2020-02-23,0,0,0,0,NA,-21,"AFG"
"56",2020-02-24,0,0,0,0,NA,-20,"AFG"
"57",2020-02-25,0,0,0,0,NA,-19,"AFG"
"58",2020-02-26,0,0,0,0,NA,-18,"AFG"
"59",2020-02-27,0,0,0,0,NA,-17,"AFG"
"60",2020-02-28,0,0,0,0,NA,-16,"AFG"
"61",2020-02-29,0,0,0,0,NA,-15,"AFG"
"62",2020-03-01,0,0,0,0,NA,-14,"AFG"
"63",2020-03-02,0,0,0,0,NA,-13,"AFG"
"64",2020-03-08,0,0,0,0,NA,-7,"AFG"
"65",2020-03-11,0,0,0,0,NA,-4,"AFG"
"66",2020-03-15,1,0,0,1,NA,0,"AFG"
"67",2020-03-16,1,0,0,1,NA,1,"AFG"
"68",2020-03-17,1,0,0,1,NA,2,"AFG"
"69",2020-03-18,1,0,0,1,NA,3,"AFG"
"70",2020-03-19,1,0,0,1,NA,4,"AFG"
"71",2020-03-20,1,0,0,1,NA,5,"AFG"
"72",2020-03-21,1,0,0,1,NA,6,"AFG"
"73",2020-03-22,1,0,0,2,NA,7,"AFG"
"74",2020-03-23,1,0,0,2,NA,8,"AFG"
"75",2020-03-24,1,0,0,2,NA,9,"AFG"
"76",2020-03-25,1,0,0,2,NA,10,"AFG"
"77",2020-03-26,1,0,0,2,NA,11,"AFG"
"78",2020-03-27,1,0,0,2,NA,12,"AFG"
"79",2020-03-28,1,0,0,2,NA,13,"AFG"
"80",2020-03-29,1,0,0,2,NA,14,"AFG"
"81",2020-03-30,1,0,0,2,NA,15,"AFG"
"82",2020-03-31,1,0,0,2,NA,16,"AFG"
"83",2020-04-01,1,0,0,2,NA,17,"AFG"
"84",2020-04-02,1,0,0,2,NA,18,"AFG"
"85",2020-04-03,1,0,0,2,NA,19,"AFG"
"86",2020-04-04,1,0,0,2,NA,20,"AFG"
"87",2020-04-05,1,0,0,2,NA,21,"AFG"
"88",2020-04-06,1,0,0,2,NA,22,"AFG"
"89",2020-04-07,1,0,0,2,NA,23,"AFG"
"90",2020-04-08,1,0,0,2,NA,24,"AFG"
"91",2020-04-09,1,0,0,2,NA,25,"AFG"
"92",2020-04-10,1,0,0,2,NA,26,"AFG"
"93",2020-04-11,1,0,0,2,NA,27,"AFG"
"94",2020-04-12,1,0,0,2,NA,28,"AFG"
"95",2020-04-13,1,0,0,2,NA,29,"AFG"
"96",2020-04-14,1,0,0,2,NA,30,"AFG"
"97",2020-04-15,1,0,0,2,NA,31,"AFG"
"98",2020-04-16,1,0,0,2,NA,32,"AFG"
"99",2020-04-17,1,0,0,2,NA,33,"AFG"
"100",2020-04-18,1,0,0,2,NA,34,"AFG"
"101",2020-04-19,1,0,0,2,NA,35,"AFG"
"102",2020-04-20,1,0,0,2,NA,36,"AFG"
"103",2020-04-21,1,0,0,2,NA,37,"AFG"
"104",2020-04-22,1,0,0,2,NA,38,"AFG"
"105",2020-04-23,1,0,0,2,NA,39,"AFG"
"106",2020-04-24,1,0,0,2,NA,40,"AFG"
"107",2020-04-25,1,0,0,2,NA,41,"AFG"
"108",2020-04-26,1,0,0,2,NA,42,"AFG"
"109",2020-04-27,1,0,0,2,NA,43,"AFG"
"110",2020-04-28,1,0,0,2,NA,44,"AFG"
"111",2020-04-29,1,0,0,2,NA,45,"AFG"
"112",2020-04-30,1,0,0,2,NA,46,"AFG"
"113",2020-05-01,1,0,0,2,NA,47,"AFG"
"114",2020-05-02,1,0,0,2,NA,48,"AFG"
"115",2020-05-03,1,0,0,2,NA,49,"AFG"
"116",2020-05-04,1,0,0,2,NA,50,"AFG"
"117",2020-05-05,1,0,0,2,NA,51,"AFG"
"118",2020-05-06,1,0,0,2,NA,52,"AFG"
"119",2020-05-07,1,0,0,2,NA,53,"AFG"
"120",2020-05-08,1,0,0,2,NA,54,"AFG"
"121",2020-05-09,1,0,0,2,NA,55,"AFG"
"122",2020-05-10,1,0,0,2,NA,56,"AFG"
"123",2020-05-11,1,0,0,2,NA,57,"AFG"
"124",2020-05-12,1,0,0,2,NA,58,"AFG"
"125",2020-05-13,1,0,0,2,NA,59,"AFG"
"126",2020-03-09,0,0,0,0,-24,-1,"ALB"
"127",2020-03-10,1,0,0,3,-23,0,"ALB"
"128",2020-03-11,1,0,0,3,-22,1,"ALB"
"129",2020-03-12,1,0,0,3,-21,2,"ALB"
"130",2020-03-13,1,0,0,3,-20,3,"ALB"
"131",2020-03-14,1,0,0,3,-19,4,"ALB"
"132",2020-03-15,1,0,0,3,-18,5,"ALB"
"133",2020-03-16,1,0,0,3,-17,6,"ALB"
"134",2020-03-17,1,0,0,3,-16,7,"ALB"
"135",2020-03-18,1,0,0,3,-15,8,"ALB"
"136",2020-03-19,1,0,0,3,-14,9,"ALB"
"137",2020-03-20,1,0,0,3,-13,10,"ALB"
"138",2020-03-21,1,0,0,3,-12,11,"ALB"
"139",2020-03-22,1,0,0,4,-11,12,"ALB"
"140",2020-03-23,1,0,0,5,-10,13,"ALB"
"141",2020-03-24,1,0,0,5,-9,14,"ALB"
"142",2020-03-25,1,0,0,5,-8,15,"ALB"
"143",2020-03-26,1,0,0,5,-7,16,"ALB"
"144",2020-03-27,1,0,0,5,-6,17,"ALB"
"145",2020-03-28,1,0,0,5,-5,18,"ALB"
"146",2020-03-29,1,0,0,5,-4,19,"ALB"
"147",2020-03-30,1,0,0,6,-3,20,"ALB"
"148",2020-03-31,1,0,0,6,-2,21,"ALB"
"149",2020-04-01,1,0,0,6,-1,22,"ALB"
"150",2020-04-02,1,1,1,6,0,23,"ALB"
"151",2020-04-03,1,1,1,6,1,24,"ALB"
"152",2020-04-04,1,1,1,6,2,25,"ALB"
"153",2020-04-05,1,1,1,6,3,26,"ALB"
"154",2020-04-06,1,1,1,6,4,27,"ALB"
"155",2020-04-07,1,1,1,6,5,28,"ALB"
"156",2020-04-08,1,1,1,6,6,29,"ALB"
"157",2020-04-09,1,1,1,6,7,30,"ALB"
"158",2020-04-10,1,1,1,6,8,31,"ALB"
"159",2020-04-11,1,1,1,6,9,32,"ALB"
"160",2020-04-12,1,1,1,6,10,33,"ALB"
"161",2020-04-13,1,1,2,7,11,34,"ALB"
"162",2020-04-14,1,1,2,7,12,35,"ALB"
"163",2020-04-15,1,1,2,7,13,36,"ALB"
"164",2020-04-16,1,1,2,7,14,37,"ALB"
"165",2020-04-17,1,1,2,7,15,38,"ALB"
"166",2020-04-18,1,1,2,7,16,39,"ALB"
"167",2020-04-19,1,1,2,7,17,40,"ALB"
"168",2020-04-20,1,1,2,7,18,41,"ALB"
"169",2020-04-21,1,1,2,7,19,42,"ALB"
"170",2020-04-22,1,1,2,7,20,43,"ALB"
"171",2020-04-23,1,1,2,7,21,44,"ALB"
"172",2020-04-24,1,1,2,7,22,45,"ALB"
"173",2020-04-25,1,1,2,7,23,46,"ALB"
"174",2020-04-26,1,1,2,7,24,47,"ALB"
"175",2020-04-27,1,1,2,7,25,48,"ALB"
"176",2020-04-28,1,1,2,7,26,49,"ALB"
"177",2020-04-29,1,1,2,7,27,50,"ALB"
"178",2020-04-30,1,1,2,7,28,51,"ALB"
"179",2020-05-01,1,1,2,7,29,52,"ALB"
"180",2020-05-02,1,1,2,7,30,53,"ALB"
"181",2020-05-03,1,1,2,7,31,54,"ALB"
"182",2020-05-04,1,1,2,7,32,55,"ALB"
"183",2020-05-05,1,1,2,7,33,56,"ALB"
"184",2020-05-06,1,1,2,7,34,57,"ALB"
"185",2020-05-07,1,1,2,7,35,58,"ALB"
"186",2020-05-08,1,1,2,7,36,59,"ALB"
"187",2020-05-09,1,1,2,7,37,60,"ALB"
"188",2020-05-10,1,1,2,7,38,61,"ALB"
"189",2020-05-11,1,1,2,7,39,62,"ALB"
"190",2020-05-12,1,1,2,7,40,63,"ALB"
"191",2020-05-13,1,1,2,7,41,64,"ALB"
"192",2019-12-31,0,0,0,0,-83,-72,"DZA"
"193",2020-01-01,0,0,0,0,-82,-71,"DZA"
"194",2020-01-02,0,0,0,0,-81,-70,"DZA"
"195",2020-01-03,0,0,0,0,-80,-69,"DZA"
"196",2020-01-04,0,0,0,0,-79,-68,"DZA"
"197",2020-01-05,0,0,0,0,-78,-67,"DZA"
"198",2020-01-06,0,0,0,0,-77,-66,"DZA"
"199",2020-01-07,0,0,0,0,-76,-65,"DZA"
"200",2020-01-08,0,0,0,0,-75,-64,"DZA"
"201",2020-01-09,0,0,0,0,-74,-63,"DZA"
"202",2020-01-10,0,0,0,0,-73,-62,"DZA"
"203",2020-01-11,0,0,0,0,-72,-61,"DZA"
"204",2020-01-12,0,0,0,0,-71,-60,"DZA"
"205",2020-01-13,0,0,0,0,-70,-59,"DZA"
"206",2020-01-14,0,0,0,0,-69,-58,"DZA"
"207",2020-01-15,0,0,0,0,-68,-57,"DZA"
"208",2020-01-16,0,0,0,0,-67,-56,"DZA"
"209",2020-01-17,0,0,0,0,-66,-55,"DZA"
"210",2020-01-18,0,0,0,0,-65,-54,"DZA"
"211",2020-01-19,0,0,0,0,-64,-53,"DZA"
"212",2020-01-20,0,0,0,0,-63,-52,"DZA"
"213",2020-01-21,0,0,0,0,-62,-51,"DZA"
"214",2020-01-22,0,0,0,0,-61,-50,"DZA"
"215",2020-01-23,0,0,0,0,-60,-49,"DZA"
"216",2020-01-24,0,0,0,0,-59,-48,"DZA"
"217",2020-01-25,0,0,0,0,-58,-47,"DZA"
"218",2020-01-26,0,0,0,0,-57,-46,"DZA"
"219",2020-01-27,0,0,0,0,-56,-45,"DZA"
"220",2020-01-28,0,0,0,0,-55,-44,"DZA"
"221",2020-01-29,0,0,0,0,-54,-43,"DZA"
"222",2020-01-30,0,0,0,0,-53,-42,"DZA"
"223",2020-01-31,0,0,0,0,-52,-41,"DZA"
"224",2020-02-01,0,0,0,0,-51,-40,"DZA"
"225",2020-02-02,0,0,0,0,-50,-39,"DZA"
"226",2020-02-03,0,0,0,0,-49,-38,"DZA"
"227",2020-02-04,0,0,0,0,-48,-37,"DZA"
"228",2020-02-05,0,0,0,0,-47,-36,"DZA"
"229",2020-02-06,0,0,0,0,-46,-35,"DZA"
"230",2020-02-07,0,0,0,0,-45,-34,"DZA"
"231",2020-02-08,0,0,0,0,-44,-33,"DZA"
"232",2020-02-09,0,0,0,0,-43,-32,"DZA"
"233",2020-02-10,0,0,0,0,-42,-31,"DZA"
"234",2020-02-11,0,0,0,0,-41,-30,"DZA"
"235",2020-02-12,0,0,0,0,-40,-29,"DZA"
"236",2020-02-13,0,0,0,0,-39,-28,"DZA"
"237",2020-02-14,0,0,0,0,-38,-27,"DZA"
"238",2020-02-15,0,0,0,0,-37,-26,"DZA"
"239",2020-02-16,0,0,0,0,-36,-25,"DZA"
"240",2020-02-17,0,0,0,0,-35,-24,"DZA"
"241",2020-02-18,0,0,0,0,-34,-23,"DZA"
"242",2020-02-19,0,0,0,0,-33,-22,"DZA"
"243",2020-02-20,0,0,0,0,-32,-21,"DZA"
"244",2020-02-21,0,0,0,0,-31,-20,"DZA"
"245",2020-02-22,0,0,0,0,-30,-19,"DZA"
"246",2020-02-23,0,0,0,0,-29,-18,"DZA"
"247",2020-02-24,0,0,0,0,-28,-17,"DZA"
"248",2020-02-25,0,0,0,0,-27,-16,"DZA"
"249",2020-02-26,0,0,0,0,-26,-15,"DZA"
"250",2020-02-27,0,0,0,0,-25,-14,"DZA"
"251",2020-02-28,0,0,0,0,-24,-13,"DZA"
"252",2020-02-29,0,0,0,0,-23,-12,"DZA"
"253",2020-03-01,0,0,0,0,-22,-11,"DZA"
"254",2020-03-02,0,0,0,0,-21,-10,"DZA"
"255",2020-03-04,0,0,0,0,-19,-8,"DZA"
"256",2020-03-05,0,0,0,0,-18,-7,"DZA"
"257",2020-03-06,0,0,0,0,-17,-6,"DZA"
"258",2020-03-09,0,0,0,0,-14,-3,"DZA"
"259",2020-03-12,1,0,0,2,-11,0,"DZA"
"260",2020-03-13,1,0,0,2,-10,1,"DZA"
"261",2020-03-14,1,0,0,2,-9,2,"DZA"
"262",2020-03-15,1,0,0,2,-8,3,"DZA"
"263",2020-03-16,1,0,0,3,-7,4,"DZA"
"264",2020-03-17,1,0,0,3,-6,5,"DZA"
"265",2020-03-18,1,0,0,3,-5,6,"DZA"
"266",2020-03-19,1,0,0,3,-4,7,"DZA"
"267",2020-03-20,1,0,0,4,-3,8,"DZA"
"268",2020-03-21,1,0,0,4,-2,9,"DZA"
"269",2020-03-22,1,0,0,4,-1,10,"DZA"
"270",2020-03-23,1,1,1,5,0,11,"DZA"
"271",2020-03-24,1,1,1,5,1,12,"DZA"
"272",2020-03-25,1,1,1,5,2,13,"DZA"
"273",2020-03-26,1,1,1,5,3,14,"DZA"
"274",2020-03-27,1,1,1,6,4,15,"DZA"
"275",2020-03-28,1,1,1,6,5,16,"DZA"
"276",2020-03-29,1,1,1,6,6,17,"DZA"
"277",2020-03-30,1,1,1,6,7,18,"DZA"
"278",2020-03-31,1,1,1,6,8,19,"DZA"
"279",2020-04-01,1,1,1,8,9,20,"DZA"
"280",2020-04-02,1,1,1,8,10,21,"DZA"
"281",2020-04-03,1,1,1,8,11,22,"DZA"
"282",2020-04-04,1,1,1,8,12,23,"DZA"
"283",2020-04-05,1,1,3,9,13,24,"DZA"
"284",2020-04-06,1,1,3,9,14,25,"DZA"
"285",2020-04-07,1,1,3,9,15,26,"DZA"
"286",2020-04-08,1,1,3,9,16,27,"DZA"
"287",2020-04-09,1,1,3,9,17,28,"DZA"
"288",2020-04-10,1,1,3,9,18,29,"DZA"
"289",2020-04-11,1,1,3,9,19,30,"DZA"
"290",2020-04-12,1,1,3,9,20,31,"DZA"
"291",2020-04-13,1,1,3,9,21,32,"DZA"
"292",2020-04-14,1,1,3,9,22,33,"DZA"
"293",2020-04-15,1,1,3,9,23,34,"DZA"
"294",2020-04-16,1,1,3,9,24,35,"DZA"
"295",2020-04-17,1,1,3,9,25,36,"DZA"
"296",2020-04-18,1,1,3,9,26,37,"DZA"
"297",2020-04-19,1,1,3,9,27,38,"DZA"
"298",2020-04-20,1,1,3,9,28,39,"DZA"
"299",2020-04-21,1,1,3,9,29,40,"DZA"
"300",2020-04-22,1,1,3,9,30,41,"DZA"
"301",2020-04-23,1,1,3,9,31,42,"DZA"
"302",2020-04-24,1,1,3,9,32,43,"DZA"
"303",2020-04-25,1,1,3,9,33,44,"DZA"
"304",2020-04-26,1,1,3,9,34,45,"DZA"
"305",2020-04-27,1,1,3,9,35,46,"DZA"
"306",2020-04-28,1,1,3,9,36,47,"DZA"
"307",2020-04-29,1,1,3,9,37,48,"DZA"
"308",2020-04-30,1,1,3,9,38,49,"DZA"
"309",2020-05-01,1,1,3,9,39,50,"DZA"
"310",2020-05-02,1,1,3,9,40,51,"DZA"
"311",2020-05-03,1,1,3,9,41,52,"DZA"
"312",2020-05-04,1,1,3,9,42,53,"DZA"
"313",2020-05-05,1,1,3,9,43,54,"DZA"
"314",2020-05-06,1,1,3,9,44,55,"DZA"
"315",2020-05-07,1,1,3,9,45,56,"DZA"
"316",2020-05-08,1,1,3,9,46,57,"DZA"
"317",2020-05-09,1,1,3,9,47,58,"DZA"
"318",2020-05-10,1,1,3,9,48,59,"DZA"
"319",2020-05-11,1,1,3,9,49,60,"DZA"
"320",2020-05-12,1,1,3,9,50,61,"DZA"
"321",2020-05-13,1,1,3,9,51,62,"DZA"
"322",2020-03-03,0,0,0,0,NA,NA,"AND"
"323",2020-03-14,0,0,0,0,NA,NA,"AND"
"324",2020-03-16,0,0,0,0,NA,NA,"AND"
"325",2020-03-17,0,0,0,0,NA,NA,"AND"
"326",2020-03-18,0,0,0,0,NA,NA,"AND"
"327",2020-03-19,0,0,0,0,NA,NA,"AND"
"328",2020-03-20,0,0,0,0,NA,NA,"AND"
"329",2020-03-21,0,0,0,0,NA,NA,"AND"
"330",2020-03-22,0,0,0,0,NA,NA,"AND"
"331",2020-03-23,0,0,0,0,NA,NA,"AND"
"332",2020-03-24,0,0,0,0,NA,NA,"AND"
"333",2020-03-25,0,0,0,0,NA,NA,"AND"
"334",2020-03-26,0,0,0,0,NA,NA,"AND"
"335",2020-03-27,0,0,0,0,NA,NA,"AND"
"336",2020-03-28,0,0,0,0,NA,NA,"AND"
"337",2020-03-29,0,0,0,0,NA,NA,"AND"
"338",2020-03-30,0,0,0,0,NA,NA,"AND"
"339",2020-03-31,0,0,0,0,NA,NA,"AND"
"340",2020-04-01,0,0,0,0,NA,NA,"AND"
"341",2020-04-02,0,0,0,0,NA,NA,"AND"
"342",2020-04-03,0,0,0,0,NA,NA,"AND"
"343",2020-04-04,0,0,0,0,NA,NA,"AND"
"344",2020-04-05,0,0,0,0,NA,NA,"AND"
"345",2020-04-06,0,0,0,0,NA,NA,"AND"
"346",2020-04-07,0,0,0,0,NA,NA,"AND"
"347",2020-04-08,0,0,0,0,NA,NA,"AND"
"348",2020-04-09,0,0,0,0,NA,NA,"AND"
"349",2020-04-10,0,0,0,0,NA,NA,"AND"
"350",2020-04-11,0,0,0,0,NA,NA,"AND"
"351",2020-04-12,0,0,0,0,NA,NA,"AND"
"352",2020-04-13,0,0,0,0,NA,NA,"AND"
"353",2020-04-14,0,0,0,0,NA,NA,"AND"
"354",2020-04-15,0,0,0,0,NA,NA,"AND"
"355",2020-04-16,0,0,0,0,NA,NA,"AND"
"356",2020-04-17,0,0,0,0,NA,NA,"AND"
"357",2020-04-18,0,0,0,0,NA,NA,"AND"
"358",2020-04-19,0,0,0,0,NA,NA,"AND"
"359",2020-04-20,0,0,0,0,NA,NA,"AND"
"360",2020-04-21,0,0,0,0,NA,NA,"AND"
"361",2020-04-22,0,0,0,0,NA,NA,"AND"
"362",2020-04-23,0,0,0,0,NA,NA,"AND"
"363",2020-04-24,0,0,0,0,NA,NA,"AND"
"364",2020-04-25,0,0,0,0,NA,NA,"AND"
"365",2020-04-26,0,0,0,0,NA,NA,"AND"
"366",2020-04-27,0,0,0,0,NA,NA,"AND"
"367",2020-04-28,0,0,0,0,NA,NA,"AND"
"368",2020-04-29,0,0,0,0,NA,NA,"AND"
"369",2020-04-30,0,0,0,0,NA,NA,"AND"
"370",2020-05-01,0,0,0,0,NA,NA,"AND"
"371",2020-05-02,0,0,0,0,NA,NA,"AND"
"372",2020-05-03,0,0,0,0,NA,NA,"AND"
"373",2020-05-04,0,0,0,0,NA,NA,"AND"
"374",2020-05-05,0,0,0,0,NA,NA,"AND"
"375",2020-05-06,0,0,0,0,NA,NA,"AND"
"376",2020-05-07,0,0,0,0,NA,NA,"AND"
"377",2020-05-08,0,0,0,0,NA,NA,"AND"
"378",2020-05-09,0,0,0,0,NA,NA,"AND"
"379",2020-05-10,0,0,0,0,NA,NA,"AND"
"380",2020-05-11,0,0,0,0,NA,NA,"AND"
"381",2020-05-12,0,0,0,0,NA,NA,"AND"
"382",2020-05-13,0,0,0,0,NA,NA,"AND"
"383",2020-03-22,0,0,0,0,NA,-1,"AGO"
"384",2020-03-23,1,0,0,1,NA,0,"AGO"
"385",2020-03-24,1,0,0,1,NA,1,"AGO"
"386",2020-03-25,1,0,0,1,NA,2,"AGO"
"387",2020-03-26,1,0,0,1,NA,3,"AGO"
"388",2020-03-27,1,0,0,2,NA,4,"AGO"
"389",2020-03-28,1,0,0,2,NA,5,"AGO"
"390",2020-03-29,1,0,0,2,NA,6,"AGO"
"391",2020-03-30,1,0,0,2,NA,7,"AGO"
"392",2020-03-31,1,0,0,2,NA,8,"AGO"
"393",2020-04-01,1,0,0,3,NA,9,"AGO"
"394",2020-04-02,1,0,0,3,NA,10,"AGO"
"395",2020-04-03,1,0,0,3,NA,11,"AGO"
"396",2020-04-04,1,0,0,4,NA,12,"AGO"
"397",2020-04-05,1,0,0,5,NA,13,"AGO"
"398",2020-04-06,1,0,0,6,NA,14,"AGO"
"399",2020-04-07,1,0,0,6,NA,15,"AGO"
"400",2020-04-08,1,0,0,7,NA,16,"AGO"
"401",2020-04-09,1,0,0,7,NA,17,"AGO"
"402",2020-04-10,1,0,0,7,NA,18,"AGO"
"403",2020-04-11,1,0,0,7,NA,19,"AGO"
"404",2020-04-12,1,0,0,7,NA,20,"AGO"
"405",2020-04-13,1,0,0,7,NA,21,"AGO"
"406",2020-04-14,1,0,0,7,NA,22,"AGO"
"407",2020-04-15,1,0,0,7,NA,23,"AGO"
"408",2020-04-16,1,0,0,7,NA,24,"AGO"
"409",2020-04-17,1,0,0,7,NA,25,"AGO"
"410",2020-04-18,1,0,0,7,NA,26,"AGO"
"411",2020-04-19,1,0,0,7,NA,27,"AGO"
"412",2020-04-20,1,0,0,8,NA,28,"AGO"
"413",2020-04-21,1,0,0,8,NA,29,"AGO"
"414",2020-04-22,1,0,0,8,NA,30,"AGO"
"415",2020-04-23,1,0,0,8,NA,31,"AGO"
"416",2020-04-24,1,0,0,8,NA,32,"AGO"
"417",2020-04-25,1,0,0,8,NA,33,"AGO"
"418",2020-04-26,1,0,0,8,NA,34,"AGO"
"419",2020-04-27,1,0,0,8,NA,35,"AGO"
"420",2020-04-28,1,0,0,8,NA,36,"AGO"
"421",2020-04-29,1,0,0,8,NA,37,"AGO"
"422",2020-04-30,1,0,0,8,NA,38,"AGO"
"423",2020-05-01,1,0,0,8,NA,39,"AGO"
"424",2020-05-02,1,0,0,8,NA,40,"AGO"
"425",2020-05-03,1,0,0,8,NA,41,"AGO"
"426",2020-05-04,1,0,0,8,NA,42,"AGO"
"427",2020-05-05,1,0,0,8,NA,43,"AGO"
"428",2020-05-06,1,0,0,8,NA,44,"AGO"
"429",2020-05-07,1,0,0,8,NA,45,"AGO"
"430",2020-05-08,1,0,0,8,NA,46,"AGO"
"431",2020-05-09,1,0,0,8,NA,47,"AGO"
"432",2020-05-10,1,0,0,8,NA,48,"AGO"
"433",2020-05-11,1,0,0,8,NA,49,"AGO"
"434",2020-05-12,1,0,0,8,NA,50,"AGO"
"435",2020-05-13,1,0,0,8,NA,51,"AGO"
"436",2020-03-27,0,0,0,0,NA,NA,"AIA"
"437",2020-03-28,0,0,0,0,NA,NA,"AIA"
"438",2020-03-29,0,0,0,0,NA,NA,"AIA"
"439",2020-03-30,0,0,0,0,NA,NA,"AIA"
"440",2020-03-31,0,0,0,0,NA,NA,"AIA"
"441",2020-04-01,0,0,0,0,NA,NA,"AIA"
"442",2020-04-02,0,0,0,0,NA,NA,"AIA"
"443",2020-04-03,0,0,0,0,NA,NA,"AIA"
"444",2020-04-04,0,0,0,0,NA,NA,"AIA"
"445",2020-04-05,0,0,0,0,NA,NA,"AIA"
"446",2020-04-06,0,0,0,0,NA,NA,"AIA"
"447",2020-04-07,0,0,0,0,NA,NA,"AIA"
"448",2020-04-08,0,0,0,0,NA,NA,"AIA"
"449",2020-04-09,0,0,0,0,NA,NA,"AIA"
"450",2020-04-10,0,0,0,0,NA,NA,"AIA"
"451",2020-04-11,0,0,0,0,NA,NA,"AIA"
"452",2020-04-12,0,0,0,0,NA,NA,"AIA"
"453",2020-04-13,0,0,0,0,NA,NA,"AIA"
"454",2020-04-14,0,0,0,0,NA,NA,"AIA"
"455",2020-04-15,0,0,0,0,NA,NA,"AIA"
"456",2020-04-16,0,0,0,0,NA,NA,"AIA"
"457",2020-04-17,0,0,0,0,NA,NA,"AIA"
"458",2020-04-18,0,0,0,0,NA,NA,"AIA"
"459",2020-04-19,0,0,0,0,NA,NA,"AIA"
"460",2020-04-20,0,0,0,0,NA,NA,"AIA"
"461",2020-04-21,0,0,0,0,NA,NA,"AIA"
"462",2020-04-22,0,0,0,0,NA,NA,"AIA"
"463",2020-04-23,0,0,0,0,NA,NA,"AIA"
"464",2020-04-24,0,0,0,0,NA,NA,"AIA"
"465",2020-04-25,0,0,0,0,NA,NA,"AIA"
"466",2020-04-26,0,0,0,0,NA,NA,"AIA"
"467",2020-04-27,0,0,0,0,NA,NA,"AIA"
"468",2020-04-28,0,0,0,0,NA,NA,"AIA"
"469",2020-04-29,0,0,0,0,NA,NA,"AIA"
"470",2020-04-30,0,0,0,0,NA,NA,"AIA"
"471",2020-05-01,0,0,0,0,NA,NA,"AIA"
"472",2020-05-02,0,0,0,0,NA,NA,"AIA"
"473",2020-05-03,0,0,0,0,NA,NA,"AIA"
"474",2020-05-04,0,0,0,0,NA,NA,"AIA"
"475",2020-05-05,0,0,0,0,NA,NA,"AIA"
"476",2020-05-06,0,0,0,0,NA,NA,"AIA"
"477",2020-05-07,0,0,0,0,NA,NA,"AIA"
