"","country_id","country","region","X.x","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","X.y","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","X.x.x","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","X.y.y","share_health_ins","X.x.x.x","pandemic_prep","X.y.y.y","pop_den_2018","X.x.x.x.x","life_exp_2017","X.y.y.y.y","resp_disease_prev","X.x.x.x.x.x","detect_index","X.y.y.y.y.y","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","X.x.x.x.x.x.x","health_index","X.y.y.y.y.y.y","respond_index","X","state_fragility","pr","share_older","pop_tot_log","pop_density_log"
"171","SMR","San_Marino","Europe & Central Asia",185,NA,NA,NA,NA,0.033785,NA,NA,NA,NA,563.083333333333,NA,14.8422013152513,NA,NA,32.1009373892867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2000,0,NA,0,NA,NA,NA,0,NA,NA,NA,0.292735010385513,0.197530895471573,NA,NA,NA,NA,141,31.1,205,563.083333333333,NA,NA,NA,NA,118,33.9,147,636.3,380,99.9,90.69,100,3081,NA,124,16.2,175,20.8,NA,NA,NA,NA,-3.387738361978,6.33342763376417
"172","SOM","Somalia","Sub-Saharan Africa",187,-2.19103,125.527985845119,NA,NA,15.008154,207274,223956,8.40893960597598,4.09e+08,23.9234769024771,13.8699536265419,0.234455883618068,0,NA,NA,NA,192,46.5765840679638,5,NA,0,0,0,0,0.382,-0.428,-2.156,0.355,-0.776,0.808,NA,NA,NA,0,NA,1,1,234,699,234,234,0.00427350427350427,NA,0,NA,NA,NA,0,150,16.3,0.108999997377396,0.811699986457825,0.0027548000216484,0.81169999,1.557000041008,NA,NA,194,16.6,206,23.9234769024771,197,56.709,157,3.400798436406,154,21.5,158,2.9,90,52.5,19,16.2,NA,NA,195,0.3,193,17.4,161,20,NA,2.87330473821098,2.70859365340525,3.17486027397408
"173","SRB","Serbia","Europe & Central Asia",173,0.1116198,110.068424374952,NA,17.4233856412956,6.982604,551774,729238,14.6320711162374,4071895067.82106,79.8376857992225,19.8973191090315,9.12262208400769,0.0999300183369617,52.0960296365632,35.5375302084081,13.4041636573424,193,15.6896807521828,8,33.675,0.289592,0.485512936,5,0.079,-0.302,-0.369,0.888,0.863,1.027,0.629,24.8296946530111,13.75311,NA,1,NA,NA,NA,NA,752,46,46,0.0217391304347826,NA,1,NA,NA,NA,0,143,38.7,0.328999996185303,NA,NA,NA,2.32800006866455,128,92.1,41,52.3,207,79.8317402241024,198,76.0878048780488,150,2.8090513830781,69,46.2,151,246.3,570,98.8,77.2,94.6,767,0.8,16,56.6,27,55.1,50,3,NA,18.3457632711235,1.94342191310508,4.37999564610244
"174","SSD","South_Sudan","Sub-Saharan Africa",189,-2.449409,NA,NA,NA,10.97592,172079,200936,NA,60140000,NA,NA,6.67856203968099,NA,NA,NA,NA,195,41.8201214348455,0,NA,0.7703305,0.620582885,7,0.2665,-2.446,-1.443,-2.918,0.12,-2.363,0.96,NA,NA,NA,0,NA,1,1,NA,NA,NA,2000,0,NA,0,NA,NA,NA,0,152,18.6,0.0529999993741512,NA,NA,NA,0.714999973773956,NA,NA,180,21.7,NA,NA,200,57.365,160,3.421328086172,167,15.9,161,1.5,76,26.8,26.8,10.4,28,0.4,137,13.6,158,24.3,165,22,1,3.39848504726711,2.39570378232723,NA
"175","STP","Sao_Tome_and_Principe","Sub-Saharan Africa",190,-0.6393903,NA,NA,3.94476788389762,0.211028,2665,3508,NA,23698321.4864449,219.820833333333,NA,1.25772285966461,0,NA,NA,NA,198,42.5199499592471,NA,NA,NA,NA,NA,NA,0.775,1.875,0.179,0.777,1.493,0.291,NA,NA,NA,0,NA,NA,NA,NA,493,940,493,0.00202839756592292,NA,0,NA,NA,NA,0,140,19.2,0.611000001430511,NA,0.186632007360458,NA,2.3289999961853,126,2.1,192,17.7,211,219.820833333333,203,69.933,147,2.935416256872,195,2.7,148,54.1,290,90.1,39.3,40.1,79,0.6,184,7.2,186,18.7,NA,NA,NA,2.92520423830013,-1.55576445288832,5.39281282061407
"176","SUR","Suriname","Latin America & Caribbean",188,-0.6553037,NA,NA,15.7670948674718,0.575991,16749,23030,12.514835939293,130960766.326423,3.69225,NA,8.62581150145034,5.23554027482677,NA,NA,NA,199,27.170263372628,5,NA,0.77224688,0.67928372032,3,0.27,1.192,1.54,0.658,0.75,0.522,0.539,NA,NA,NA,0,NA,2,2,NA,NA,75,75,0.0133333333333333,NA,0,NA,NA,NA,0,156,28.5,0.644999980926514,0.733200013637543,0.790984213352203,NA,3.1470000743866,NA,NA,100,36.5,212,3.69225,204,71.463,164,3.3662822575829,109,36.7,168,81.7,310,92.9,54.5,79.2,630,0.7,123,16.5,55,47.3,68,5,1,6.90618429801855,-0.551663243408317,1.30623602832428
"177","SVK","Slovakia","Europe & Central Asia",183,0.7074615,190.155092074861,NA,32.1080553438103,5.446771,334878,516386,NA,2551913226.95168,113.285586522463,NA,3.26541789940692,0.0271935833560908,NA,38.9420891752755,NA,200,15.4461367603311,10,24.8428571428571,0.331514,0.572178904,0,0,2.048,0.881,1.075,0.891,1.009,0.257,4.12990329937247,NA,NA,0,0.620369370666152,2,2,NA,1466,1450,1450,0.000689655172413793,7.2821052631579,0,NA,NA,NA,0,147,38.2,0.749000012874603,0.253895998001099,0.565466403961182,0.331514,3.55399990081787,131,94.8,52,47.9,213,113.290578202995,205,77.1658536585366,154,2.8292523040632,71,46,155,345,580,99.9,83.3,98.9,1734,0.9,49,37.9,106,34.1,25,1,1,15.6287826310304,1.69502295602704,4.72991194478223
"178","SVN","Slovenia","Europe & Central Asia",182,1.125806,162.476885958713,NA,38.022049816862,2.073894,172939,233689,13.9060484594504,1523856931.75901,102.96366052404,NA,11.4129640933173,9.4875986910449e-05,NA,39.8829907031032,NA,201,15.0217750478021,10,24.9875,0.28262886,0.556512528192,3,0.0053,0.782,0.684,1.203,0.879,1.644,0.115,NA,19.98124,7.98076923076923,0,NA,5,NA,994,955,841,841,0.00118906064209275,5.95058510638298,0,NA,NA,NA,0,148,42.4,0.811999976634979,0.221647992730141,0.286755412817001,0.23112303,3.28399991989136,132,100,12,67.2,214,102.639859503382,206,81.1756097560976,155,2.7736630289271,27,73.7,156,282,460,99.7,90.8,99.1,2004,0.9,19,54.9,12,63.3,15,0,1,19.6069808775183,0.72942799953305,4.63437611553117
"179","SWE","Sweden","Europe & Central Asia",180,1.830975,89.0747057382693,NA,53.2432901400412,10.175214,947970,1096801,NA,-1820311589.14598,24.9814981218237,15.5570978654601,16.7675587503806,0,NA,9.1835966613853,NA,202,17.5817854599214,10,25.625,0,0,0,0,2.602,2.749,2.158,0.892,3.512,0.031,32.8224447127174,63.75839,63.8818565400844,0,0.208983076378688,4,4,NA,NA,914,914,0.00109409190371991,3.43562413793103,0,NA,5,NA,0,157,41,0.875,0.0599936507642269,0.234192296862602,0.18947107,3.86500000953674,139,100,7,72.1,215,25.0010434312931,207,82.3073170731707,166,4.4891765801505,9,86,169,418.8,260,99.9,95.5,99.3,4498,0.9,20,49.3,14,62.8,16,0,1,20.0956068344115,2.31995476304852,3.21813547575036
"180","SWZ","Eswatini","Sub-Saharan Africa",194,-0.6599468,84.4133412962024,NA,8.60607599203517,1.136191,16399,29196,NA,31130826.6571528,66.0576162790698,NA,2.45374795061268,0,NA,NA,NA,203,38.1124915403848,-9,NA,0,0,0,0,-0.91,-0.451,-0.823,0.119,0.029,0.899,NA,8.51117809733784,NA,0,-0.875373833990843,1,1,NA,NA,1298,1298,0.000770416024653313,NA,0,NA,NA,NA,0,56,20.1,0.101999998092651,0.0582000017166138,0.444444388151169,0.27955002,2.81500005722046,138,6.2,140,31.1,216,66.0576162790698,208,58.319,165,3.266513294718,139,25.5,58,14.7,210,83.1,40.5,58,460,0.6,188,6.5,130,29.3,83,7,0,4.01296965034928,0.127681439968873,4.1905273351316
"181","SXM","Sint_Maarten","Latin America & Caribbean",192,NA,NA,NA,NA,0.040654,NA,NA,NA,-196625698.324022,NA,NA,70.4477997160924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.20265804684537,NA
"182","SYC","Seychelles","Sub-Saharan Africa",178,0.502284,189.116880736594,NA,27.5716947381472,0.096762,3139,4209,13.0284965554577,307664653.791333,210.352173913043,NA,13.2589068217392,0,NA,0.206984553737703,NA,204,23.6353711790393,NA,40.775,NA,NA,NA,NA,0.446,1.573,1.825,0.51,2.113,0.212,NA,NA,NA,0,NA,NA,NA,NA,267,583,267,0.00374531835205993,NA,0,NA,NA,NA,0,144,32.6,0.425000011920929,0.202467992901802,0.232302203774452,NA,2.01200008392334,NA,NA,134,31.9,217,210.352173913043,209,74.3,151,3.312297335377,121,33.4,152,98.4,360,94,65.6,100,1077,0.8,110,19.9,177,20.7,NA,NA,NA,7.59389016349393,-2.3355009237557,5.34878314472543
"183","SYR","Syria","Middle East & North Africa",193,-1.671169,NA,NA,NA,16.906283,350534,410784,9.79243984907131,NA,92.0671077710614,31.7537450425975,4.73013438841734,NA,NA,NA,NA,205,31.4215408068559,-9,NA,0.5432,0.713752,4,0.86,-2.271,-1.552,-2.066,0.371,-1.569,0.828,NA,NA,NA,0,NA,2,2,NA,449,33,33,0.0303030303030303,NA,0,NA,NA,NA,0,159,22.4,0.0370000004768372,0.539921998977661,0.430979192256927,0.58060002,0.259999990463257,141,90,188,19.9,218,92.0671077710614,210,70.967,168,3.572295700609,196,2.7,171,154.6,150,52.5,67.2,92.9,NA,0.5,87,24.4,167,23,138,14,0,4.50316607145403,2.8276853279857,4.52251774343675
"184","TCA","Turks_and_Caicos_islands","Latin America & Caribbean",195,NA,NA,NA,26.4314721903184,0.037665,NA,NA,NA,42227000,39.6473684210526,NA,34.0371006727045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,39.6473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27902399770448,3.68002457566521
"185","TCD","Chad","Sub-Saharan Africa",196,-1.528847,73.8762110452795,NA,1.58043434022081,15.477751,175225,208703,NA,662206573.4331,12.2917336404066,8.54567953703351,3.68277137079953,15.250444256377,2.47797179203433,NA,0.572243024437504,206,47.126299988842,-2,42.65,0.62885,0.788149,1,0.04,0.261,-0.827,-1.638,0.616,-1.213,0.939,NA,NA,NA,0,-0.996654688698862,2,2,NA,395,NA,395,0.00253164556962025,NA,0,NA,NA,NA,0,33,15.8,0.104999996721744,0.862016022205353,0.64107882976532,0.77248204,1.27699995040894,NA,NA,151,28.8,220,12.2917336404066,211,53.712,35,3.286170569356,110,36.5,34,4.4,40,22.3,25.4,9.5,18,0.4,186,6.6,103,34.5,157,19,1,2.48051541855144,2.73940357336908,2.50892697468808
"186","TGO","Togo","Sub-Saharan Africa",197,-1.057791,73.6056612696514,NA,1.5525476723323,7.889094,103651,122727,13.246872188683,-180972714.795729,145.046773303916,22.1285739528519,3.79000676014412,0,3.00957537816722,NA,NA,209,41.334523499723,-2,43.8166666666667,0.6494,0.885376,1,0.44,0.557,1.266,-0.673,0.784,-0.892,0.742,NA,17.8209456706354,NA,0,0.620369370666152,2,2,NA,45,1379,45,0.0222222222222222,NA,0,NA,NA,NA,0,164,18.9,0.266999989748001,0.709927976131439,0.659559071063995,0.88325703,2.09899997711182,146,4,129,32.5,223,145.046773303916,214,60.489,176,3.085724349152,68,46.8,176,5.3,70,63.7,32,13.9,20,0.5,162,10,124,30.4,135,13,1,2.8695056745426,2.0654812993671,4.97705626491437
"187","THA","Thailand","East Asia & Pacific",198,0.3499596,123.306881651774,28.1,18.0423778847237,69.428524,3610237,4652417,18.1469415989324,13205107281.2953,135.897206835131,20.0552124657007,5.75823265195895,0.560684120584641,40.7234187776292,5.08694483691391,59.3185277087442,210,17.0869888171064,-3,40.275,0.31875,0.55221,2,0.015,0.329,0.014,0.436,0.655,-1.824,0.719,NA,32.57384,53.8528896672504,0,-0.440828805671557,1,1,NA,NA,1115,1115,0.000896860986547085,NA,0,3,9,NA,0,161,36.9,0.090999998152256,0.633823990821838,0.099422000348568,0.43137497,2.93099999427795,145,98,6,73.2,224,135.897206835131,215,76.683,172,2.537743924381,15,81,174,47,210,92.9,69.5,95,496,0.8,2,70.5,5,78.6,94,8,0,11.9009501051758,4.24029779171738,4.91189876785634
"188","TJK","Tajikistan","Europe & Central Asia",199,-1.097704,NA,NA,3.23472157879638,9.100837,128590,146426,13.106886221753,220862232.3377,65.5727141724908,NA,3.24291089626031,0.0649408255712173,34.1492100528733,NA,9.74993153224343,211,36.7842840794279,-3,43.7666666666667,0.31006,0.538863776,4,0.157,-1.237,-1.334,-1.946,0.218,-0.842,0.887,NA,NA,NA,0,0.686552403409999,2,2,16,16,1846,16,0.0625,NA,0,NA,NA,NA,0,160,21.7,0.0500000007450581,0.510717988014221,0.338571697473526,0.51343405,1.66999995708466,143,0.3,131,32.3,225,65.5727141724908,216,70.647,170,1.605546963219,145,24.1,172,171.4,480,99.8,51.7,95.5,60,0.7,105,20.5,74,42.9,122,11,0,3.0218758999859,2.20836638731506,4.18315966692945
"189","TLS","Timor_Leste","East Asia & Pacific",200,-0.9826074,63.0065442355189,NA,3.07989483690751,1.267972,25444,29292,NA,47925664.570816,85.270477471419,NA,0.914442948601621,14.5298179299024,1.24062635403727,NA,35.2090294064135,214,37.7806642722958,8,33.08,0,0,0,0,0.918,0.98,-0.841,0.594,0.761,0.479,NA,NA,NA,0,-0.996654688698862,3,NA,NA,739,1221,739,0.0013531799729364,NA,0,NA,NA,NA,0,163,16.6,0.465999990701675,NA,NA,NA,2.11100006103516,NA,NA,166,26,228,85.270477471419,219,69.007,175,3.482551339859,138,25.7,175,7.8,590,58.3,43.4,44,68,0.6,165,9.7,125,30.2,84,7,1,4.31681456688318,0.237418773752295,4.44582829226237
"190","TTO","Trinidad_and_Tobago","Latin America & Caribbean",205,0.1902379,NA,NA,26.2729084023521,1.389858,66754,82442,14.7418035005339,-701876422.868886,270.927485380117,NA,3.66763032980219,3.16632250639881,NA,11.4945038231607,NA,219,20.419572570427,10,NA,0.665304,0.888951936,0,0,1.202,1.169,1.811,0.85,1.588,0.141,NA,3.2032,36.6982124079916,0,NA,3,3,NA,NA,234,234,0.00427350427350427,NA,0,NA,NA,NA,0,166,33.3,0.629000008106232,0.647530019283295,0.793609619140625,0.64691901,2.90000009536743,NA,NA,99,36.6,233,270.927485380117,224,73.245,178,3.2898275146162,171,14.7,178,182.1,300,98.7,64.3,92.1,1151,0.8,93,23.7,72,43.2,52,3,0,10.7346218102857,0.329201583650707,5.60185120345017
"191","TUN","Tunisia","Middle East & North Africa",202,-0.1052618,110.956565079419,NA,10.7476998963432,11.565204,432113,529652,15.2681075083382,988942901.040222,74.4413233779609,19.807493235744,0.503849717164906,1.54743191543553,NA,25.4607021607317,14.4259315892508,220,24.1701203463736,7,39.05,0.0392000000000001,0.0784000000000001,0,0,2.344,1.532,-0.052,0.892,1.652,0.389,NA,15.51867,19.3171608265948,0,0.369704122618734,NA,NA,NA,1718,1670,1670,0.000598802395209581,NA,0,3,NA,NA,0,167,30.3,0.648000001907349,0.0394000001251698,0.010373099707067,0.03945595,3.05999994277954,147,80,122,33.7,234,74.4413233779609,225,76.31,179,3.45878653957,137,26.3,179,128.9,230,79,69.4,93.1,457,0.7,91,24,87,39.1,57,4,1,8.31602278697375,2.44800093495714,4.31001120939627
"192","TUR","Turkey","Europe & Central Asia",204,0.0060968,60.1573716207674,32.6,28.2988657950058,82.319724,2970028,4013183,18.5656075585736,1.3023e+10,106.960128893104,36.8553458706931,3.76900110251173,0.0559914653118288,36.0602768561565,24.623931988783,17.960378362579,221,24.6494101390807,-4,40.1444444444444,0.40103688,0.6840039696,0,0,-0.707,-1.165,0.17,0.392,-1.232,0.721,20.5378057041761,12.00762,57.9283887468031,1,-0.202403217908776,2,2,NA,1200,1200,1200,0.000833333333333333,6.9873,0,1,NA,NA,0,168,29.4,0.224999994039535,0.319999992847443,0.0048608998768032,0.29850399,1.0789999961853,148,86,40,52.4,235,106.960128893104,226,77.161,180,4.019717771785,74,45.6,180,174.9,270,96.2,74.4,96.4,854,0.8,31,45.7,46,49,102,9,1,8.48303500142931,4.41061073875049,4.6724561378519
"193","TWN","Taiwan","East Asia & Pacific",207,1.362331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.9666666666667,0.2744,0.520576,1,0.02,1.282,0.656,2.627,0.88,2.347,0.174,NA,29.63563,47.8632478632479,0,NA,3,3,NA,1401,1401,1401,0.000713775874375446,NA,1,NA,346,NA,1,NA,NA,0.688000023365021,0.274399995803833,0.684494316577911,0.27440006,2.68300008773804,142,99.6,NA,NA,NA,NA,NA,NA,169,2.8800799684671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,1,NA,NA,NA
"194","TZA","United_Republic_of_Tanzania","Sub-Saharan Africa",208,-0.7562658,NA,NA,2.87516188688305,56.318348,616152,848867,14.2086047947401,1055991268.20234,63.5790787988259,12.5196623310045,0.488535530485828,0,1.29319942331357,NA,10.9351698934273,222,44.0982381505459,3,43.8833333333333,0.505552,0.912550952,3,0.036,0.377,-0.189,0.185,0.584,1.161,0.172,NA,11.4744551270412,NA,0,NA,3,3,NA,NA,228,228,0.0043859649122807,NA,0,NA,NA,NA,0,174,17.5,0.391000002622604,0.735296010971069,0.633438527584076,0.95257503,2.63700008392334,144,13,101,36.4,237,63.5790787988259,227,64.479,171,3.701542401593,89,42,173,2.2,70,77.9,33.9,23.5,45,0.5,175,8.2,94,36.8,112,10,0,2.60131742500686,4.03102037903322,4.15228446652626
"195","UGA","Uganda","Sub-Saharan Africa",210,-0.6060399,48.199222965602,NA,1.79353813782613,42.723139,329441,499827,9.97757409588883,1055353352.63033,213.061734490325,6.99001072931462,1.92012616805897,0,0.881115931846307,NA,60.472307628686,223,46.9305251819863,-1,43.9857142857143,0.845396,0.49579864,2,0.18,1.028,0.99,-1.378,0.529,0.087,0.733,NA,15.5275644763756,NA,0,NA,3,3,NA,NA,344,344,0.00290697674418605,NA,0,NA,NA,NA,0,170,15.8,0.291999995708466,0.930175006389618,0.633210122585297,0.92969799,3.00200009346008,150,2,64,44.3,238,213.061734490325,228,62.516,182,4.245593535126,62,50.3,183,9.3,50,70.2,31.4,19.2,19,0.5,153,11.6,25,56.5,139,14,0,1.94102778824374,3.75474067041695,5.36158195700378
"196","UKR","Ukraine","Europe & Central Asia",209,-0.4152199,99.0186601534378,22,8.2072663606161,44.622516,2455746,4877703,15.8766408422029,2.476e+09,77.0296673514129,12.1100029411161,10.7864611551484,0.243847538083565,51.4221630618031,20.2290628233565,36.6281938674052,224,15.8124131732483,4,26.9857142857143,0.32722752,0.58353880608,3,0.0122,1.559,0.019,0.531,0.856,-0.63,0.463,NA,23.71274,24.8666666666667,0,NA,3,NA,NA,1481,1593,1481,0.000675219446320054,NA,0,NA,NA,NA,0,171,39.7,0.234999999403954,0.47367200255394,0.615657806396484,0.41859996,1.64900004863739,151,100,94,38,239,77.0296673514129,229,71.7809756097561,183,3.265953556417,111,36.5,184,300,880,100,74.6,95.9,227,0.8,97,23,101,34.8,103,9,1,16.434413962673,3.79823857468497,4.34419063792653
"197","URY","Uruguay","Latin America & Caribbean",212,0.5582148,39.9922435701169,29.7,21.5908334830778,3.449299,199081,311936,NA,1171934318.52517,19.7080276539824,50.3577393551559,2.09231674852946,0,36.5570422870946,31.4576856539649,59.2081972884331,226,20.6079810743386,10,36.8,0.169256,0.326613568,1,0.078,2.253,2.283,2.539,0.853,2.137,0.093,NA,14.43515,39.3553859202714,0,-0.0526012454159151,2,2,1691,1691,1691,1691,0.000591366055588409,NA,0,NA,NA,NA,0,176,34.4,0.78600001335144,0.250400006771088,0.354829698801041,0.21759999,3.63800001144409,155,97.2,81,41.3,241,19.7080276539824,231,77.632,187,3.2911150714277,120,33.5,188,373.6,280,98.6,71,95.7,1404,0.8,90,24.1,81,41.3,38,2,1,14.8150972125061,1.23817102199191,2.98102604786636
"198","USA","United_States_of_America","North America",211,1.576998,27.5439028356461,NA,61.3913729620784,326.687501,23058935,28582660,20.6056325412034,2.5839e+11,35.7136220923495,46.3258859113805,14.4906535240608,0.177275748743784,NA,37.9251427552759,NA,227,18.7090399824651,8,37.8375,0.52441752,0.73087317504,3,0.0568,2.151,1.651,0.159,0.812,2.119,0.075,84.8183181790004,38.17277,32.2359396433471,1,1.29815435780709,4,4,237,237,237,237,0.00421940928270042,NA,0,2,27,4,0,175,37.4,0.822000026702881,0.490111142396927,0.82407820224762,0.49095702,3.72499990463257,154,84,1,83.5,242,35.766088580168,232,78.5390243902439,186,4.133457381218,1,98.2,187,256.8,290,99.9,88.7,100,8078,0.9,1,73.8,2,79.7,58,4,0,15.8076433417023,5.78900405953417,3.57553218722008
"199","UZB","Uzbekistan","Europe & Central Asia",213,-0.5470828,67.8456143280826,NA,6.73484586358875,32.9554,632244,824084,14.9328003313891,624702706.364396,77.4692054536906,7.47667757029197,3.91690323992971,0.858635083466047,NA,20.6360812334745,NA,228,28.6860574147675,-9,NA,0.34895,0.5536,3,0.13,-1.365,-1.474,0.596,0.639,0.147,0.72,NA,13.92236,97.1428571428571,0,NA,1,1,1787,633,1756,633,0.00157977883096367,NA,0,NA,NA,NA,0,177,25.3,0.0379999987781048,0.412514001131058,0.213263794779777,0.48477501,0.344999998807907,156,100,116,34.3,243,77.4692054536906,233,71.388,188,1.954603202791,157,19.4,189,245.1,400,100,62.9,100,192,0.7,127,16,138,27.8,123,11,0,4.41908761538321,3.49515513219464,4.34988050841064
"200","VAT","Holy_See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.281,-1.731,NA,0.159,-1.668,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","VCT","Saint_Vincent_and_the_Grenadines","Latin America & Caribbean",214,0.1956703,NA,NA,12.4664161360546,0.11021,5201,5367,NA,110052363.628836,282.589743589744,NA,4.18135974128008,0,NA,NA,NA,229,22.5413071290525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,273,273,0.00366300366300366,NA,0,NA,NA,NA,0,138,29,NA,0.306598007678986,0.702795922756195,NA,NA,125,9.4,123,33,244,282.589743589744,234,72.3,145,3.2935704604242,155,20.6,166,57.4,260,94.2,57.4,87.2,314,0.7,114,19,132,29.2,NA,NA,NA,9.58896651846475,-2.20536764227869,5.6439961765619
"202","VEN","Venezuela","Latin America & Caribbean",215,-1.581517,NA,NA,NA,28.870195,930406,1167747,14.5752747231593,9.56e+08,32.7307919052208,32.3515480238357,4.51473657184212,NA,NA,NA,NA,230,27.6666505810652,-3,37.4833333333333,0.264542,0.49474,2,0.152,-0.65,-0.483,-2.354,0.709,-1.984,0.973,NA,NA,17.5191020434142,1,0.432296440358743,2,2,NA,1531,270,270,0.0037037037037037,NA,0,NA,NA,NA,0,179,27,0.142000004649162,0.4966000020504,0.135030403733254,0.483275,2.77999997138977,158,100,176,23,245,32.7307919052208,235,72.246,190,3.4200160810405,185,8.7,191,192.5,80,97.1,67.8,94.9,973,0.8,141,12.9,180,19.7,140,14,1,7.26754010494214,3.36280974806838,3.4883162833081
"203","VGB","British_Virgin_Islands","Latin America & Caribbean",216,NA,NA,NA,NA,0.029802,NA,NA,NA,44244376000,198.68,NA,57.4692034399177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,198.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.51317977362887,5.29169549023915
"204","VIR","United_States_Virgin_Islands","Latin America & Caribbean",217,0.8301269,NA,NA,NA,0.106977,9101,11538,NA,NA,305.648571428571,NA,53.3638784092727,NA,NA,NA,NA,231,19.7134123041651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,305.648571428571,236,79.419512195122,192,3.1807232045544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2929321255971,-2.23514142089702,5.72243598258379
"205","VNM","Vietnam","East Asia & Pacific",218,-0.0034448,208.306665858343,27.5,7.58638493872479,95.540395,2710562,4239888,17.6667144526642,1.55e+10,308.125245912213,16.9103812057717,0.07789713082094,1.27130764334906,15.2492432666176,NA,17.5068280169369,232,23.1726768317012,-7,35.0285714285714,0.27413,0.446554504,9,0.106,-1.404,-1.12,0.345,0.67,-0.486,0.641,NA,51.00536,NA,0,-0.202403217908776,1,1,NA,NA,437,437,0.0022883295194508,NA,0,NA,63,NA,0,180,29.8,0.193000003695488,0.238307997584343,0.50802481174469,0.232737,0.968999981880188,159,61,50,49.1,248,308.125245912213,237,75.241,191,2.862129490117,51,57.4,192,82.1,260,93.5,60.3,78.2,169,0.7,74,28.3,73,43,85,7,0,7.27488095480451,4.55954914234724,5.73050634288901
"206","YEM","Yemen","Middle East & North Africa",222,-2.244354,NA,NA,NA,28.498687,373355,446340,12.7257916060843,-282098333.3333,53.9778529083092,9.75243877024931,1.28252922839207,1.89151889990438,NA,NA,NA,236,39.6148902740523,0,36.8,0.625,0.875,1,0.49,-0.427,-1.519,-2.924,0.426,-1.826,0.797,NA,38.5,29.7619047619048,0,NA,NA,NA,NA,NA,NA,2000,0,NA,0,1,NA,NA,0,181,19.1,0.0410000011324883,NA,0.0022857000585645,0.078400016,1.02600002288818,160,42,190,18.5,252,53.9778529083092,242,66.086,193,4.518085807795,180,9,193,31.1,70,52.5,43.3,59.7,72,0.5,178,7.6,184,19,164,21,NA,2.87625531660459,3.3498580160379,3.98857383110981
