"","pop_den_2018","country_id"
"176",15.6041453957997,"OMN"
"177",15.1386164116647,NA
"178",275.289318700706,"PAK"
"179",56.1860774818402,"PAN"
"180",24.99160625,"PER"
"181",357.688305329175,"PHL"
"182",38.9282608695652,"PLW"
"183",19.0043633794109,"PNG"
"184",124.035886214442,"POL"
"185",51.6874400219725,NA
"186",360.220180383315,"PRI"
"187",212.190175234615,"PRK"
"188",112.23945350807,"PRT"
"189",17.5083589227284,"PRY"
"190",758.984551495017,"PSE"
"191",38.2767445482866,NA
"192",35.2674889372306,NA
"193",75.8685792349727,"PYF"
"194",239.593195521103,"QAT"
"195",84.6398470097357,"ROU"
"196",8.82207955488442,"RUS"
"197",498.659870287799,"RWA"
"198",380.247133746081,NA
"199",15.6766543082956,"SAU"
"200",82.3474783150678,"SEN"
"201",7952.9984184018,"SGP"
"202",23.324687388353,"SLB"
"203",105.987170961485,"SLE"
"204",309.881467181467,"SLV"
"205",563.083333333333,"SMR"
"206",23.9234769024771,"SOM"
"207",79.8317402241024,"SRB"
"208",50.7586283354254,NA
"209",50.7620843086558,NA
"210",16.2244628233256,NA
"211",219.820833333333,"STP"
"212",3.69225,"SUR"
"213",113.290578202995,"SVK"
"214",102.639859503382,"SVN"
"215",25.0010434312931,"SWE"
"216",66.0576162790698,"SWZ"
"217",210.352173913043,"SYC"
"218",92.0671077710614,"SYR"
"219",39.6473684210526,"TCA"
"220",12.2917336404066,"TCD"
"221",130.185452991291,NA
"222",20.0172566615243,NA
"223",145.046773303916,"TGO"
"224",135.897206835131,"THA"
"225",65.5727141724908,"TJK"
"226",12.4505947694337,"TKM"
"227",31.4141444422749,NA
"228",85.270477471419,"TLS"
"229",43.8129297485221,NA
"230",143.329166666667,"TON"
"231",380.247133746081,NA
"232",50.7620843086558,NA
"233",270.927485380117,"TTO"
"234",74.4413233779609,"TUN"
"235",106.960128893104,"TUR"
"236",383.6,"TUV"
"237",63.5790787988259,"TZA"
"238",213.061734490325,"UGA"
"239",77.0296673514129,"UKR"
"240",45.4691766291018,NA
"241",19.7080276539824,"URY"
"242",35.766088580168,"USA"
"243",77.4692054536906,"UZB"
"244",282.589743589744,"VCT"
"245",32.7307919052208,"VEN"
"246",198.68,"VGB"
"247",305.648571428571,"VIR"
"248",308.125245912213,"VNM"
"249",24.0098441345365,"VUT"
"250",59.6362362611782,NA
"251",69.3038869257951,"WSM"
"252",53.9778529083092,"YEM"
"253",47.6301197767684,"ZAF"
"254",23.3414789007116,"ZMB"
"255",37.3245909267158,"ZWE"
